match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1969874,atp,Toronto - Masters,hard,round of 16,2,,Nikoloz Basilashvili,Georgia,185,79,29,43,16,25,20,11,7,432,347,188,149,13.08,2.15,0,1752,Hubert Hurkacz,Poland,196,81,24,13,11,22,14,15,5,261,164,124,57,12.62,1.79,1,1854
1970018,atp,Toronto - Masters,hard,quarterfinal,1,-1,Reilly Opelka,USA,211,102,23,32,31,15,14,9,7,193,146,89,72,4.6,2.20,2,1748,Roberto Bautista-Agut,Spain,183,75,33,18,9,25,19,11,7,702,416,274,131,-2.16,1.75,2,1841
1969821,atp,Toronto - Masters,hard,round of 16,1,,Daniil Medvedev,Russia,198,83,25,2,2,36,9,20,3,360,161,142,52,-0.61,1.08,1,2078,James Duckworth,Australia,183,82,29,85,71,21,16,10,6,364,227,208,128,13.53,9.76,0,1631
1970021,atp,San Marino challenger,clay,quarterfinal,2,,Joao Menezes,Brazil,185,81,24,233,172,20,26,16,19,226,165,149,110,-7.64,4.22,0,1402,Holger Rune,Denmark,185,68,18,191,190,46,17,33,15,91,44,72,32,7.66,1.23,1,1710
1969836,atp,San Marino challenger,clay,quarterfinal,2,,Rodrigues Meligeni,Brazil,185,78,23,206,206,22,20,21,18,199,121,175,102,-2.71,2.20,0,-,Hugo Dellien,Bolivia,180,75,28,142,72,20,18,17,13,413,230,386,196,-0.28,1.68,2,1555
1969885,atp,San Marino challenger,clay,quarterfinal,1,,Marco Cecchinato,Italy,185,78,28,86,16,27,20,27,16,472,318,410,224,-7.05,1.17,1,1735,Pavel Kotov,Russia,191,86,22,276,245,16,16,6,9,166,102,71,49,-0.58,5.19,0,1439
1970019,atp,San Marino challenger,clay,quarterfinal,2,,Maxime Janvier,France,193,80,24,235,170,16,24,8,13,292,240,152,116,-5.48,2.39,1,1403,Orlando Luz,Brazil,180,78,23,311,292,35,16,35,15,246,139,229,118,2.44,1.59,1,1359
1969969,atp,Toronto - Masters,hard,quarterfinal,1,-1,Stefanos Tsitsipas,Greece,193,89,23,3,3,45,13,18,5,367,177,150,84,0.24,1.27,2,2037,Casper Ruud,Norway,183,77,22,12,12,37,10,7,3,252,154,45,37,7.04,4.27,1,1895
1970679,atp,Montreal,hard,final,1,-1,Karolina Pliskova,Czech Republic,186,72,29,6,1,27,14,13,7,605,327,282,143,1.77,1.70,5,1953,Camila Giorgi,Italy,168,54,29,71,26,22,12,10,4,388,280,154,119,9.94,2.26,3,1842
1970268,atp,Cincinnati WTA,hard,1. round,1,-1,Petra Kvitova,Czech Republic,183,70,31,12,2,21,13,10,7,599,259,256,129,-5.28,1.61,3,1966,Madison Keys,USA,178,66,26,26,7,10,11,2,5,307,169,183,103,-2.47,2.43,4,1886
1969899,wta,Montreal,hard,round of 16,1,,Jessica Pegula,USA,170,70,27,30,25,31,15,21,8,312,196,166,93,7.38,1.74,3,1896,Danielle Collins,USA,178,64,27,28,23,29,10,17,6,181,113,108,73,6.65,2.23,0,-
1970280,atp,Cincinnati,hard,1. round,1,1.71,Grigor Dimitrov,Bulgaria,191,81,30,21,3,12,12,8,6,506,306,205,126,-3.35,2.71,4,1820,Roberto Bautista-Agut,Spain,183,75,33,18,9,25,19,11,7,702,416,274,131,-2.16,1.51,2,1841
1969918,wta,Montreal,hard,round of 16,2,,Vanessa Andreescu Bianca,Canada,170,60,21,8,4,13,8,10,4,155,60,102,29,-1.39,2.17,0,-,Ons Jabeur,Tunis,167,66,26,22,22,36,14,13,8,353,200,122,96,3.68,1.78,1,1941
1970291,atp,Cincinnati,hard,1. round,2,0.36,Guido Pella,Argentina,183,79,31,102,20,3,13,1,2,497,331,76,77,-7.75,3.41,1,1682,David Goffin,Belgium,180,70,30,19,7,14,13,4,6,565,304,209,114,-1.86,1.36,4,1811
1969995,wta,Montreal,hard,quarterfinal,1,0.65,Aryna Sabalenka,Belarus,182,80,23,3,3,38,13,18,7,272,134,156,61,0.72,1.65,3,2039,Viktoria Azarenka,Belarus,180,60,32,15,1,17,6,7,3,563,214,324,111,-1.54,2.40,1,1960
1969996,wta,Montreal,hard,quarterfinal,1,-1,Karolina Pliskova,Czech Republic,186,72,29,6,1,27,14,13,7,605,327,282,143,1.77,1.41,2,1953,Sara Sorribes Tormo,Spain,176,69,24,48,46,25,14,20,7,342,212,93,77,15.46,3.15,0,1852
