match_id,time_stamp,title,predict,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1973282,2021-08-24-09-20,"Winston Salem, 2. round, hard",1.3,2,-1.0,Marco Cecchinato,Italy,185,78,28,80,16,28,20,1,3,473,318,27,55,-4.88,1,1654,3.1,Dominik Koepfer,Germany,180,79,27,56,50,22,21,8,8,231,151,111,66,-0.95,0,1705,1.43
1973283,2021-08-24-10-45,"Winston Salem, 2. round, hard",1.9,2,1.52,Egor Gerasimov,Belarus,196,86,28,81,65,13,21,5,7,384,264,153,94,-8.35,0,1682,2.72,Richard Gasquet,France,183,79,35,82,7,16,12,4,3,711,390,257,154,-2.63,0,1772,1.52
1972551,2021-08-24-09-55,"Cleveland WTA, 1. round, hard",1.72,2,1.86,Shelby Rogers,USA,175,70,28,42,40,20,18,11,8,274,220,149,110,-3.62,0,1785,2.03,Katerina Siniakova,Czech Republic,174,69,25,53,31,19,14,5,7,303,209,95,84,4.34,2,1811,1.86
1972944,2021-08-24-09-20,"Chicago 2 WTA, 1. round, hard",2.0,2,1.42,Venus Williams,USA,185,72,41,147,1,3,8,2,3,804,271,433,151,-4.6,0,1768,3.1,Su-Wei Hsieh,Taipei (CHN),169,57,35,81,23,10,12,9,5,496,342,341,212,2.13,0,1758,1.42
1973279,2021-08-24-09-55,"Winston Salem, 1. round, hard",1.39,2,-1.0,Steve Johnson,USA,188,86,31,86,21,10,12,7,7,345,263,219,155,3.32,1,1714,1.42,Alexei Popyrin,Australia,196,78,22,71,61,23,18,9,8,178,134,92,67,3.85,0,1676,3.05
