category,id,player1_name,player1_odds,player2_name,player2_odds,score,surface,timestamp,title,winner
WTA,2009-01-22-Baltacha E-Mauresmo A,Baltacha E.,5.36,Mauresmo A.,1.16,1:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
ATP,2009-01-22-Sela D-Hanescu V,Sela D.,1.71,Hanescu V.,2.08,3:0,hard,2009-01-22 00:10,ATP Australian Open 2009,1
WTA,2009-01-22-Zheng J-Czink M,Zheng J.,1.49,Czink M.,2.57,2:1,hard,2009-01-22 00:10,WTA Australian Open 2009,1
WTA,2009-01-22-Schnyder P-Razzano V,Schnyder P.,1.75,Razzano V.,2.01,0:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
WTA,2009-01-22-Benesova I-Dementieva E,Benesova I.,8.18,Dementieva E.,1.07,0:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
WTA,2009-01-22-Dominguez Lino L-Volodko K,Dominguez Lino L.,2.68,Volodko K.,1.45,0:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
WTA,2009-01-22-Chan L-Cibulkova D,Chan L.,8.5,Cibulkova D.,1.07,0:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
ATP,2009-01-22-Guccione C-Simon G,Guccione C.,4.37,Simon G.,1.21,1:3,hard,2009-01-22 00:10,ATP Australian Open 2009,2
WTA,2009-01-22-Amanmuradova A-Martinez Sanchez M,Amanmuradova A.,2.06,Martinez Sanchez M. J.,1.73,0:2,hard,2009-01-22 00:10,WTA Australian Open 2009,2
ATP,2009-01-22-Beck A-Melzer J,Beck A.,2.9,Melzer J.,1.4,1:3,hard,2009-01-22 00:10,ATP Australian Open 2009,2
ATP,2009-01-22-Canas G-Gonzalez F,Canas G.,4.34,Gonzalez F.,1.23,0:3,hard,2009-01-22 00:10,ATP Australian Open 2009,2
ATP,2009-01-22-Gasquet R-Istomin D,Gasquet R.,1.1,Istomin D.,6.88,3:0,hard,2009-01-22 00:10,ATP Australian Open 2009,1
WTA,2009-01-22-Wozniacki C-Ruano Pascual V,Wozniacki C.,1.05,Ruano Pascual V.,14.0,2:0,hard,2009-01-22 04:45,WTA Australian Open 2009,1
WTA,2009-01-22-Pironkova T-Bartoli M,Pironkova T.,2.48,Bartoli M.,1.55,0:2,hard,2009-01-22 04:55,WTA Australian Open 2009,2
ATP,2009-01-22-Del Potro J-Mayer F,Del Potro J.,1.04,Mayer F.,11.28,3:0,hard,2009-01-22 08:40,ATP Australian Open 2009,1
WTA,2009-01-22-Dokic J-Chakvetadze A,Dokic J.,2.58,Chakvetadze A.,1.42,2:1,hard,2009-01-22 08:45,WTA Australian Open 2009,1
ATP,2009-01-22-Roddick A-Malisse X,Roddick A.,1.11,Malisse X.,6.96,3:1,hard,2009-01-22 09:00,ATP Australian Open 2009,1
ATP,2009-01-22-Tomic B-Muller G,Tomic B.,4.15,Muller G.,1.23,1:3,hard,2009-01-22 11:20,ATP Australian Open 2009,2
ATP,2009-01-23-Del Potro J-Muller G,Del Potro J.,1.08,Muller G.,8.22,3:1,hard,2009-01-23 00:10,ATP Australian Open 2009,1
WTA,2009-01-23-Safina D-Kanepi K,Safina D.,1.08,Kanepi K.,7.51,2:0,hard,2009-01-23 00:15,WTA Australian Open 2009,1
WTA,2009-01-23-Medina Garrigues A-Coin J,Medina Garrigues A.,1.57,Coin J.,2.33,2:0,hard,2009-01-23 01:35,WTA Australian Open 2009,1
WTA,2009-01-23-Dulko G-Williams S,Dulko G.,11.75,Williams S.,1.06,0:2,hard,2009-01-23 01:50,WTA Australian Open 2009,2
ATP,2009-01-23-Fognini F-Almagro N,Fognini F.,3.55,Almagro N.,1.33,0:3,hard,2009-01-23 02:30,ATP Australian Open 2009,2
ATP,2009-01-23-Haas T-Cipolla F,Haas T.,1.26,Cipolla F.,4.09,3:0,hard,2009-01-23 02:30,ATP Australian Open 2009,1
ATP,2009-01-23-Karlovic I-Ancic M,Karlovic I.,2.3,Ancic M.,1.63,2:3,hard,2009-01-23 02:50,ATP Australian Open 2009,2
WTA,2009-01-23-Moore J-Pennetta F,Moore J.,9.2,Pennetta F.,1.08,0:2,hard,2009-01-23 02:50,WTA Australian Open 2009,2
ATP,2009-01-23-Stepanek R-Berrer M,Stepanek R.,1.13,Berrer M.,5.86,3:1,hard,2009-01-23 02:50,ATP Australian Open 2009,1
ATP,2009-01-23-Clement A-Verdasco F,Clement A.,6.19,Verdasco F.,1.11,0:3,hard,2009-01-23 03:00,ATP Australian Open 2009,2
ATP,2009-01-23-Nadal R-Karanusic R,Nadal R.,1.01,Karanusic R.,41.67,3:0,hard,2009-01-23 03:00,ATP Australian Open 2009,1
ATP,2009-01-23-Monfils G-Koubek S,Monfils G.,1.16,Koubek S.,5.14,3:1,hard,2009-01-23 04:00,ATP Australian Open 2009,1
WTA,2009-01-23-Beltrame S-Bondarenko A,Beltrame S.,2.88,Bondarenko A.,1.42,1:2,hard,2009-01-23 04:20,WTA Australian Open 2009,2
WTA,2009-01-23-Kuznetsova S-Maria T,Kuznetsova S.,1.1,Maria T.,7.5,2:0,hard,2009-01-23 04:20,WTA Australian Open 2009,1
WTA,2009-01-23-Lisicki S-Stosur S,Lisicki S.,2.04,Stosur S.,1.78,0:2,hard,2009-01-23 05:00,WTA Australian Open 2009,2
ATP,2009-01-23-Ljubicic I-Tsonga J-W,Ljubicic I.,5.5,Tsonga J-W.,1.15,1:3,hard,2009-01-23 06:30,ATP Australian Open 2009,2
WTA,2009-01-23-Peng S-Karatantcheva S,Peng S.,1.54,Karatantcheva S.,2.56,2:0,hard,2009-01-23 06:40,WTA Australian Open 2009,1
ATP,2009-01-23-Gulbis E-Andreev I,Gulbis E.,1.67,Andreev I.,2.24,2:3,hard,2009-01-23 07:50,ATP Australian Open 2009,2
ATP,2009-01-23-Blake J-De Chaunac S,Blake J.,1.06,De Chaunac S.,9.75,3:0,hard,2009-01-23 08:40,ATP Australian Open 2009,1
WTA,2009-01-23-Williams V-Suarez Navarro C,Williams V.,1.02,Suarez Navarro C.,15.4,1:2,hard,2009-01-23 09:15,WTA Australian Open 2009,2
ATP,2009-01-23-Murray A-Granollers M,Murray A.,1.01,Granollers M.,21.3,3:0,hard,2009-01-23 09:45,ATP Australian Open 2009,1
WTA,2009-01-24-Medina Garrigues A-Pennetta F,Medina Garrigues A.,2.67,Pennetta F.,1.46,2:0,hard,2009-01-24 00:10,WTA Australian Open 2009,1
WTA,2009-01-24-Suarez Navarro C-Martinez Sanchez M,Suarez Navarro C.,1.36,Martinez Sanchez M. J.,3.08,2:0,hard,2009-01-24 00:10,WTA Australian Open 2009,1
WTA,2009-01-24-Peng S-Williams S,Peng S.,9.13,Williams S.,1.06,0:2,hard,2009-01-24 00:15,WTA Australian Open 2009,2
ATP,2009-01-24-Monfils G-Almagro N,Monfils G.,1.2,Almagro N.,4.61,3:0,hard,2009-01-24 00:15,ATP Australian Open 2009,1
ATP,2009-01-24-Cilic M-Ferrer D,Cilic M.,1.59,Ferrer D.,2.31,3:0,hard,2009-01-24 01:15,ATP Australian Open 2009,1
ATP,2009-01-24-Delic A-Djokovic N,Delic A.,14.63,Djokovic N.,1.03,1:3,hard,2009-01-24 01:40,ATP Australian Open 2009,2
WTA,2009-01-24-Errani S-Zvonareva V,Errani S.,5.8,Zvonareva V.,1.14,0:2,hard,2009-01-24 02:25,WTA Australian Open 2009,2
WTA,2009-01-24-Safarova L-Bartoli M,Safarova L.,2.55,Bartoli M.,1.52,1:2,hard,2009-01-24 03:45,WTA Australian Open 2009,2
WTA,2009-01-24-Hantuchova D-Cornet A,Hantuchova D.,2.51,Cornet A.,1.43,1:2,hard,2009-01-24 04:00,WTA Australian Open 2009,2
ATP,2009-01-24-Robredo T-Lu Y,Robredo T.,1.3,Lu Y.H.,3.65,3:0,hard,2009-01-24 04:00,ATP Australian Open 2009,1
WTA,2009-01-24-Jankovic J-Sugiyama A,Jankovic J.,1.08,Sugiyama A.,9.1,2:0,hard,2009-01-24 05:10,WTA Australian Open 2009,1
ATP,2009-01-24-Roddick A-Santoro F,Roddick A.,1.06,Santoro F.,10.5,3:0,hard,2009-01-24 06:20,ATP Australian Open 2009,1
ATP,2009-01-24-Wawrinka S-Berdych T,Wawrinka S.,2.28,Berdych T.,1.6,1:3,hard,2009-01-24 08:40,ATP Australian Open 2009,2
WTA,2009-01-24-Wozniacki C-Dokic J,Wozniacki C.,1.21,Dokic J.,4.2,1:2,hard,2009-01-24 08:45,WTA Australian Open 2009,2
WTA,2009-01-24-Kleybanova A-Ivanovic A,Kleybanova A.,4.48,Ivanovic A.,1.18,2:1,hard,2009-01-24 08:55,WTA Australian Open 2009,1
ATP,2009-01-24-Safin M-Federer R,Safin M.,8.18,Federer R.,1.07,0:3,hard,2009-01-24 10:50,ATP Australian Open 2009,2
ATP,2009-01-24-Baghdatis M-Fish M,Baghdatis M.,1.54,Fish M.,2.44,3:0,hard,2009-01-24 12:00,ATP Australian Open 2009,1
ATP,2009-01-25-Del Potro J-Cilic M,Del Potro J.,1.44,Cilic M.,2.74,3:1,hard,2009-01-25 00:10,ATP Australian Open 2009,1
WTA,2009-01-25-Jankovic J-Bartoli M,Jankovic J.,1.22,Bartoli M.,4.2,0:2,hard,2009-01-25 00:15,WTA Australian Open 2009,2
ATP,2009-01-25-Ancic M-Simon G,Ancic M.,2.53,Simon G.,1.51,0:3,hard,2009-01-25 01:50,ATP Australian Open 2009,2
WTA,2009-01-25-Zheng J-Volodko K,Zheng J.,1.52,Volodko K.,2.57,2:0,hard,2009-01-25 02:00,WTA Australian Open 2009,1
WTA,2009-01-25-Azarenka V-Mauresmo A,Azarenka V.,1.28,Mauresmo A.,3.85,2:0,hard,2009-01-25 02:00,WTA Australian Open 2009,1
WTA,2009-01-25-Kuznetsova S-Bondarenko A,Kuznetsova S.,1.25,Bondarenko A.,4.01,2:0,hard,2009-01-25 02:45,WTA Australian Open 2009,1
ATP,2009-01-25-Stepanek R-Verdasco F,Stepanek R.,2.52,Verdasco F.,1.55,0:3,hard,2009-01-25 03:35,ATP Australian Open 2009,2
ATP,2009-01-25-Sela D-Tsonga J-W,Sela D.,6.4,Tsonga J-W.,1.11,1:3,hard,2009-01-25 03:45,ATP Australian Open 2009,2
WTA,2009-01-25-Razzano V-Cibulkova D,Razzano V.,4.68,Cibulkova D.,1.19,0:2,hard,2009-01-25 04:40,WTA Australian Open 2009,2
ATP,2009-01-25-Blake J-Andreev I,Blake J.,1.38,Andreev I.,2.68,3:1,hard,2009-01-25 05:15,ATP Australian Open 2009,1
ATP,2009-01-25-Gasquet R-Gonzalez F,Gasquet R.,2.17,Gonzalez F.,1.65,2:3,hard,2009-01-25 08:40,ATP Australian Open 2009,2
WTA,2009-01-25-Stosur S-Dementieva E,Stosur S.,6.75,Dementieva E.,1.1,0:2,hard,2009-01-25 08:40,WTA Australian Open 2009,2
ATP,2009-01-25-Murray A-Melzer J,Murray A.,1.05,Melzer J.,10.88,3:0,hard,2009-01-25 08:45,ATP Australian Open 2009,1
ATP,2009-01-25-Nadal R-Haas T,Nadal R.,1.06,Haas T.,9.95,3:0,hard,2009-01-25 10:50,ATP Australian Open 2009,1
WTA,2009-01-26-Suarez Navarro C-Medina Garrigues A,Suarez Navarro C.,1.83,Medina Garrigues A.,1.91,2:0,hard,2009-01-26 00:15,WTA Australian Open 2009,1
WTA,2009-01-26-Cibulkova D-Dementieva E,Cibulkova D.,3.42,Dementieva E.,1.32,0:2,hard,2009-01-26 01:50,WTA Australian Open 2009,2
WTA,2009-01-26-Safina D-Cornet A,Safina D.,1.18,Cornet A.,5.03,2:1,hard,2009-01-26 02:00,WTA Australian Open 2009,1
WTA,2009-01-26-Petrova N-Zvonareva V,Petrova N.,2.62,Zvonareva V.,1.5,0:2,hard,2009-01-26 03:40,WTA Australian Open 2009,2
ATP,2009-01-26-Berdych T-Federer R,Berdych T.,10.31,Federer R.,1.07,2:3,hard,2009-01-26 04:25,ATP Australian Open 2009,2
ATP,2009-01-26-Murray A-Verdasco F,Murray A.,1.11,Verdasco F.,6.43,2:3,hard,2009-01-26 04:50,ATP Australian Open 2009,2
ATP,2009-01-26-Nadal R-Gonzalez F,Nadal R.,1.08,Gonzalez F.,8.53,3:0,hard,2009-01-26 04:55,ATP Australian Open 2009,1
ATP,2009-01-26-Roddick A-Robredo T,Roddick A.,1.19,Robredo T.,4.87,3:0,hard,2009-01-26 05:40,ATP Australian Open 2009,1
WTA,2009-01-26-Dokic J-Kleybanova A,Dokic J.,1.57,Kleybanova A.,2.33,2:1,hard,2009-01-26 08:45,WTA Australian Open 2009,1
ATP,2009-01-26-Blake J-Tsonga J-W,Blake J.,2.4,Tsonga J-W.,1.58,0:3,hard,2009-01-26 08:45,ATP Australian Open 2009,2
ATP,2009-01-26-Baghdatis M-Djokovic N,Baghdatis M.,3.75,Djokovic N.,1.28,1:3,hard,2009-01-26 12:10,ATP Australian Open 2009,2
ATP,2009-01-27-Del Potro J-Federer R,Del Potro J.,4.57,Federer R.,1.19,0:3,hard,2009-01-27 11:15,ATP Australian Open 2009,2
WTA,2009-01-28-Suarez Navarro C-Dementieva E,Suarez Navarro C.,4.56,Dementieva E.,1.21,0:2,hard,2009-01-28 00:15,WTA Australian Open 2009,2
WTA,2009-01-28-Bartoli M-Zvonareva V,Bartoli M.,3.2,Zvonareva V.,1.35,0:2,hard,2009-01-28 02:15,WTA Australian Open 2009,2
WTA,2009-01-28-Kuznetsova S-Williams S,Kuznetsova S.,3.53,Williams S.,1.32,1:2,hard,2009-01-28 02:25,WTA Australian Open 2009,2
ATP,2009-01-28-Verdasco F-Tsonga J-W,Verdasco F.,2.37,Tsonga J-W.,1.51,3:1,hard,2009-01-28 05:05,ATP Australian Open 2009,1
WTA,2009-01-28-Safina D-Dokic J,Safina D.,1.24,Dokic J.,3.97,2:1,hard,2009-01-28 08:35,WTA Australian Open 2009,1
ATP,2009-01-28-Nadal R-Simon G,Nadal R.,1.1,Simon G.,6.97,3:0,hard,2009-01-28 08:50,ATP Australian Open 2009,1
WTA,2009-01-29-Dementieva E-Williams S,Dementieva E.,1.75,Williams S.,2.06,0:2,hard,2009-01-29 02:45,WTA Australian Open 2009,2
WTA,2009-01-29-Zvonareva V-Safina D,Zvonareva V.,1.51,Safina D.,2.39,0:2,hard,2009-01-29 04:45,WTA Australian Open 2009,2
ATP,2009-01-29-Roddick A-Federer R,Roddick A.,6.12,Federer R.,1.11,0:3,hard,2009-01-29 08:45,ATP Australian Open 2009,2
ATP,2009-01-30-Nadal R-Verdasco F,Nadal R.,1.13,Verdasco F.,5.94,3:2,hard,2009-01-30 08:50,ATP Australian Open 2009,1
WTA,2009-01-31-Safina D-Williams S,Safina D.,3.1,Williams S.,1.37,0:2,hard,2009-01-31 08:45,WTA Australian Open 2009,2
ATP,2009-02-01-Nadal R-Federer R,Nadal R.,2.23,Federer R.,1.65,3:2,hard,2009-02-01 08:50,ATP Australian Open 2009,1
WTA,2009-02-15-Dushevina V-Yan Z,Dushevina V.,1.34,Yan Z.,3.2,2:1,hard,2009-02-15 12:00,WTA Dubai 2009,1
WTA,2009-02-15-Rodionova An-Zheng J,Rodionova An.,5.03,Zheng J.,1.16,0:2,hard,2009-02-15 12:20,WTA Dubai 2009,2
WTA,2009-02-15-Kirilenko M-Pavlyuchenkova A,Kirilenko M.,2.18,Pavlyuchenkova A.,1.64,0:2,hard,2009-02-15 15:10,WTA Dubai 2009,2
WTA,2009-02-15-Vesnina E-Li N,Vesnina E.,3.37,Li N.,1.31,2:1,hard,2009-02-15 17:00,WTA Dubai 2009,1
WTA,2009-02-16-Radwanska A-Radwanska U,Radwanska A.,1.11,Radwanska U.,6.6,0:2,hard,2009-02-16 08:15,WTA Dubai 2009,2
WTA,2009-02-16-Volodko K-Razzano V,Volodko K.,2.02,Razzano V.,1.74,0:2,hard,2009-02-16 08:15,WTA Dubai 2009,2
WTA,2009-02-16-Peng S-Niculescu M,Peng S.,1.41,Niculescu M.,2.82,1:2,hard,2009-02-16 08:15,WTA Dubai 2009,2
WTA,2009-02-16-Voegele S-Hantuchova D,Voegele S.,6.69,Hantuchova D.,1.09,0:2,hard,2009-02-16 08:20,WTA Dubai 2009,2
WTA,2009-02-16-Sugiyama A-Bartoli M,Sugiyama A.,3.63,Bartoli M.,1.26,1:2,hard,2009-02-16 09:45,WTA Dubai 2009,2
WTA,2009-02-16-Govortsova O-Bondarenko A,Govortsova O.,2.82,Bondarenko A.,1.42,0:2,hard,2009-02-16 09:50,WTA Dubai 2009,2
WTA,2009-02-16-Schiavone F-DellAcqua C,Schiavone F.,1.23,DellAcqua C.,3.84,2:0,hard,2009-02-16 10:10,WTA Dubai 2009,1
WTA,2009-02-16-Cirstea S-Cibulkova D,Cirstea S.,5.9,Cibulkova D.,1.13,0:2,hard,2009-02-16 10:50,WTA Dubai 2009,2
WTA,2009-02-16-Chakvetadze A-Morita A,Chakvetadze A.,1.71,Morita A.,2.31,0:2,hard,2009-02-16 11:25,WTA Dubai 2009,2
WTA,2009-02-16-Stosur S-Rybarikova M,Stosur S.,1.56,Rybarikova M.,2.31,2:0,hard,2009-02-16 11:25,WTA Dubai 2009,1
WTA,2009-02-16-Kuznetsova S-Vesnina E,Kuznetsova S.,1.15,Vesnina E.,5.26,1:2,hard,2009-02-16 12:40,WTA Dubai 2009,2
WTA,2009-02-16-Szavay A-Pin C,Szavay A.,1.98,Pin C.,1.93,1:2,hard,2009-02-16 12:55,WTA Dubai 2009,2
WTA,2009-02-16-Cornet A-Groenefeld A,Cornet A.,1.22,Groenefeld A.,4.22,2:0,hard,2009-02-16 12:55,WTA Dubai 2009,1
WTA,2009-02-16-Klepac A-Medina Garrigues A,Klepac A.,5.17,Medina Garrigues A.,1.16,0:2,hard,2009-02-16 14:45,WTA Dubai 2009,2
WTA,2009-02-16-Kleybanova A-Ivanovic A,Kleybanova A.,2.81,Ivanovic A.,1.42,0:2,hard,2009-02-16 15:10,WTA Dubai 2009,2
WTA,2009-02-16-Mirza S-Makarova E,Mirza S.,1.75,Makarova E.,2.04,2:0,hard,2009-02-16 17:25,WTA Dubai 2009,1
WTA,2009-02-17-Cornet A-Schruff J,Cornet A.,1.09,Schruff J.,7.35,2:0,hard,2009-02-17 08:10,WTA Dubai 2009,1
WTA,2009-02-17-Zvonareva V-Dushevina V,Zvonareva V.,1.12,Dushevina V.,5.89,2:0,hard,2009-02-17 08:10,WTA Dubai 2009,1
WTA,2009-02-17-Stosur S-Zheng J,Stosur S.,2.1,Zheng J.,1.64,1:2,hard,2009-02-17 08:10,WTA Dubai 2009,2
WTA,2009-02-17-Bondarenko A-Medina Garrigues A,Bondarenko A.,2.06,Medina Garrigues A.,1.71,0:2,hard,2009-02-17 09:30,WTA Dubai 2009,2
WTA,2009-02-17-Schiavone F-Bartoli M,Schiavone F.,1.57,Bartoli M.,2.31,1:2,hard,2009-02-17 09:30,WTA Dubai 2009,2
WTA,2009-02-17-Pavlyuchenkova A-Williams V,Pavlyuchenkova A.,7.35,Williams V.,1.08,0:2,hard,2009-02-17 10:00,WTA Dubai 2009,2
WTA,2009-02-17-Razzano V-Safina D,Razzano V.,6.23,Safina D.,1.11,2:0,hard,2009-02-17 11:20,WTA Dubai 2009,1
WTA,2009-02-17-Kanepi K-Mirza S,Kanepi K.,1.57,Mirza S.,2.33,2:0,hard,2009-02-17 11:45,WTA Dubai 2009,1
WTA,2009-02-17-Pironkova T-Cibulkova D,Pironkova T.,4.56,Cibulkova D.,1.18,0:2,hard,2009-02-17 12:30,WTA Dubai 2009,2
WTA,2009-02-17-Morita A-Hantuchova D,Morita A.,4.58,Hantuchova D.,1.19,0:2,hard,2009-02-17 13:30,WTA Dubai 2009,2
WTA,2009-02-17-Williams S-Errani S,Williams S.,1.08,Errani S.,8.26,2:1,hard,2009-02-17 15:15,WTA Dubai 2009,1
WTA,2009-02-17-Dementieva E-Bammer S,Dementieva E.,1.11,Bammer S.,6.44,2:0,hard,2009-02-17 17:15,WTA Dubai 2009,1
WTA,2009-02-18-Cornet A-Williams V,Cornet A.,5.97,Williams V.,1.12,0:2,hard,2009-02-18 09:25,WTA Dubai 2009,2
WTA,2009-02-18-Hantuchova D-Razzano V,Hantuchova D.,1.75,Razzano V.,2.02,1:2,hard,2009-02-18 10:50,WTA Dubai 2009,2
WTA,2009-02-18-Pin C-Ivanovic A,Pin C.,7.26,Ivanovic A.,1.1,0:2,hard,2009-02-18 11:00,WTA Dubai 2009,2
WTA,2009-02-18-Dementieva E-Medina Garrigues A,Dementieva E.,1.13,Medina Garrigues A.,5.77,2:0,hard,2009-02-18 12:50,WTA Dubai 2009,1
WTA,2009-02-18-Kanepi K-Jankovic J,Kanepi K.,5.52,Jankovic J.,1.14,2:0,hard,2009-02-18 15:10,WTA Dubai 2009,1
WTA,2009-02-18-Williams S-Zheng J,Williams S.,1.14,Zheng J.,5.56,2:0,hard,2009-02-18 17:00,WTA Dubai 2009,1
WTA,2009-02-19-Vesnina E-Kanepi K,Vesnina E.,2.18,Kanepi K.,1.64,0:2,hard,2009-02-19 10:10,WTA Dubai 2009,2
WTA,2009-02-19-Zvonareva V-Razzano V,Zvonareva V.,1.22,Razzano V.,4.19,0:2,hard,2009-02-19 12:20,WTA Dubai 2009,2
WTA,2009-02-19-Dementieva E-Williams V,Dementieva E.,2.5,Williams V.,1.51,0:2,hard,2009-02-19 15:15,WTA Dubai 2009,2
WTA,2009-02-19-Williams S-Ivanovic A,Williams S.,1.23,Ivanovic A.,4.02,2:0,hard,2009-02-19 16:50,WTA Dubai 2009,1
WTA,2009-02-20-Kanepi K-Razzano V,Kanepi K.,1.75,Razzano V.,2.09,0:2,hard,2009-02-20 10:10,WTA Dubai 2009,2
WTA,2009-02-20-Williams S-Williams V,Williams S.,2.01,Williams V.,1.75,1:2,hard,2009-02-20 15:10,WTA Dubai 2009,2
WTA,2009-02-21-Williams V-Razzano V,Williams V.,1.12,Razzano V.,6.2,2:0,hard,2009-02-21 15:10,WTA Dubai 2009,1
WTA,2009-03-15-Vinci R-Bammer S,Vinci R.,2.36,Bammer S.,1.6,0:2,hard,2009-03-15 00:00,WTA Indian Wells 2009,2
WTA,2009-03-15-Safarova L-Wozniak A,Safarova L.,1.56,Wozniak A.,2.45,0:2,hard,2009-03-15 00:50,WTA Indian Wells 2009,2
WTA,2009-03-15-Craybas J-Medina Garrigues A,Craybas J.,3.68,Medina Garrigues A.,1.31,2:1,hard,2009-03-15 02:20,WTA Indian Wells 2009,1
WTA,2009-03-15-Kvitova P-Benesova I,Kvitova P.,1.77,Benesova I.,2.1,2:0,hard,2009-03-15 03:50,WTA Indian Wells 2009,1
WTA,2009-03-15-Radwanska U-Kuznetsova S,Radwanska U.,6.09,Kuznetsova S.,1.16,2:1,hard,2009-03-15 05:20,WTA Indian Wells 2009,1
WTA,2009-03-15-Szavay A-Gallovits E,Szavay A.,1.72,Gallovits E.,2.04,2:0,hard,2009-03-15 18:10,WTA Indian Wells 2009,1
WTA,2009-03-15-Radwanska A-Stosur S,Radwanska A.,1.63,Stosur S.,2.19,2:1,hard,2009-03-15 18:10,WTA Indian Wells 2009,1
WTA,2009-03-15-Cibulkova D-Llagostera Vives N,Cibulkova D.,1.1,Llagostera Vives N.,6.99,0:2,hard,2009-03-15 19:45,WTA Indian Wells 2009,2
WTA,2009-03-15-Cetkovska P-Dementieva E,Cetkovska P.,10.31,Dementieva E.,1.04,2:1,hard,2009-03-15 20:10,WTA Indian Wells 2009,1
WTA,2009-03-15-Zheng J-Dushevina V,Zheng J.,1.31,Dushevina V.,3.36,0:2,hard,2009-03-15 21:40,WTA Indian Wells 2009,2
WTA,2009-03-15-Mattek-Sands B-Dulko G,Mattek-Sands B.,2.08,Dulko G.,1.7,0:2,hard,2009-03-15 21:45,WTA Indian Wells 2009,2
WTA,2009-03-15-Paszek T-Kleybanova A,Paszek T.,2.98,Kleybanova A.,1.38,0:2,hard,2009-03-15 22:15,WTA Indian Wells 2009,2
WTA,2009-03-15-Ivanovic A-Yakimova A,Ivanovic A.,1.06,Yakimova A.,7.71,2:0,hard,2009-03-15 22:25,WTA Indian Wells 2009,1
WTA,2009-03-15-Barrois K-Cornet A,Barrois K.,5.33,Cornet A.,1.14,2:0,hard,2009-03-15 22:30,WTA Indian Wells 2009,1
WTA,2009-03-15-Hantuchova D-Wickmayer Y,Hantuchova D.,1.32,Wickmayer Y.,3.51,2:1,hard,2009-03-15 23:55,WTA Indian Wells 2009,1
ATP,2009-03-16-Kendrick R-Nalbandian D,Kendrick R.,5.25,Nalbandian D.,1.17,0:2,hard,2009-03-16 00:25,ATP Indian Wells 2009,2
WTA,2009-03-16-Peer S-Chakvetadze A,Peer S.,1.84,Chakvetadze A.,1.97,2:0,hard,2009-03-16 00:30,WTA Indian Wells 2009,1
WTA,2009-03-16-Mirza S-Pennetta F,Mirza S.,2.79,Pennetta F.,1.46,0:2,hard,2009-03-16 01:00,WTA Indian Wells 2009,2
WTA,2009-03-16-Pavlyuchenkova A-Jankovic J,Pavlyuchenkova A.,6.24,Jankovic J.,1.11,2:0,hard,2009-03-16 02:10,WTA Indian Wells 2009,1
WTA,2009-03-16-Sugiyama A-Haynes A,Sugiyama A.,1.28,Haynes A.,3.82,0:2,hard,2009-03-16 02:30,WTA Indian Wells 2009,2
ATP,2009-03-16-Simon G-Lu Y,Simon G.,1.14,Lu Y.H.,5.2,2:1,hard,2009-03-16 03:00,ATP Indian Wells 2009,1
ATP,2009-03-16-Blake J-Nieminen J,Blake J.,1.28,Nieminen J.,3.76,2:1,hard,2009-03-16 04:00,ATP Indian Wells 2009,1
ATP,2009-03-16-Hewitt L-Gonzalez F,Hewitt L.,2.21,Gonzalez F.,1.68,1:2,hard,2009-03-16 05:55,ATP Indian Wells 2009,2
WTA,2009-03-16-Zvonareva V-Kvitova P,Zvonareva V.,1.18,Kvitova P.,4.96,2:0,hard,2009-03-16 18:10,WTA Indian Wells 2009,1
WTA,2009-03-16-Wozniacki C-Kanepi K,Wozniacki C.,1.38,Kanepi K.,2.91,2:1,hard,2009-03-16 18:10,WTA Indian Wells 2009,1
ATP,2009-03-16-Ferrer D-Widom T,Ferrer D.,1.07,Widom T.,8.56,2:0,hard,2009-03-16 18:10,ATP Indian Wells 2009,1
ATP,2009-03-16-Chardy J-Fish M,Chardy J.,3.0,Fish M.,1.38,2:0,hard,2009-03-16 18:10,ATP Indian Wells 2009,1
ATP,2009-03-16-Kiefer N-Reynolds B,Kiefer N.,1.32,Reynolds B.,3.37,2:0,hard,2009-03-16 18:20,ATP Indian Wells 2009,1
ATP,2009-03-16-Seppi A-Wawrinka S,Seppi A.,2.7,Wawrinka S.,1.45,0:2,hard,2009-03-16 19:45,ATP Indian Wells 2009,2
ATP,2009-03-16-Djokovic N-Vassallo-Arguello M,Djokovic N.,1.01,Vassallo-Arguello M.,12.67,2:0,hard,2009-03-16 20:10,ATP Indian Wells 2009,1
ATP,2009-03-16-Haas T-Schuttler R,Haas T.,1.28,Schuttler R.,3.92,2:1,hard,2009-03-16 20:25,ATP Indian Wells 2009,1
ATP,2009-03-16-Sweeting R-Del Potro J,Sweeting R.,8.47,Del Potro J.,1.06,1:2,hard,2009-03-16 20:30,ATP Indian Wells 2009,2
WTA,2009-03-16-Vaidisova N-Craybas J,Vaidisova N.,1.39,Craybas J.,2.94,0:2,hard,2009-03-16 20:30,WTA Indian Wells 2009,2
ATP,2009-03-16-Russell M-Tursunov D,Russell M.,2.63,Tursunov D.,1.46,1:2,hard,2009-03-16 21:25,ATP Indian Wells 2009,2
ATP,2009-03-16-Monfils G-Isner J,Monfils G.,1.25,Isner J.,3.88,1:2,hard,2009-03-16 22:15,ATP Indian Wells 2009,2
