category,id,player1_name,player1_odds,player2_name,player2_odds,score,surface,timestamp,title,winner
ATP,2018-08-17-Carreno-Busta P-Cilic M,Carreno-Busta P.,3.58,Cilic M.,1.31,0:2,hard,2018-08-17 20:10,ATP Cincinnati 2018,2
ATP,2018-08-17-Raonic M-Djokovic N,Raonic M.,3.13,Djokovic N.,1.38,1:2,hard,2018-08-17 20:40,ATP Cincinnati 2018,2
WTA,2018-08-17-Svitolina E-Bertens K,Svitolina E.,1.47,Bertens K.,2.71,0:2,hard,2018-08-17 22:20,WTA Cincinnati 2018,2
WTA,2018-08-17-Halep S-Tsurenko L,Halep S.,1.23,Tsurenko L.,4.31,2:0,hard,2018-08-17 22:20,WTA Cincinnati 2018,1
WTA,2018-08-17-Keys M-Sabalenka A,Keys M.,1.49,Sabalenka A.,2.69,0:2,hard,2018-08-17 23:40,WTA Cincinnati 2018,2
ATP,2018-08-18-Goffin D-Del Potro J,Goffin D.,2.82,Del Potro J.,1.44,2:0,hard,2018-08-18 00:05,ATP Cincinnati 2018,1
ATP,2018-08-18-Wawrinka S-Federer R,Wawrinka S.,4.33,Federer R.,1.23,1:2,hard,2018-08-18 01:20,ATP Cincinnati 2018,2
WTA,2018-08-18-Hsieh S-W-Gasparyan M,Hsieh S-W.,1.58,Gasparyan M.,2.32,1:2,hard,2018-08-18 14:40,WTA New Haven,2
WTA,2018-08-18-Yastremska D-Linette M,Yastremska D.,1.83,Linette M.,1.94,2:0,hard,2018-08-18 14:40,WTA New Haven,1
WTA,2018-08-18-Kvitova P-Bertens K,Kvitova P.,1.64,Bertens K.,2.29,1:2,hard,2018-08-18 16:10,WTA Cincinnati 2018,2
WTA,2018-08-18-Bencic B-Osuigwe W,Bencic B.,1.17,Osuigwe W.,4.89,2:1,hard,2018-08-18 16:30,WTA New Haven,1
WTA,2018-08-18-Lapko V-Diyas Z,Lapko V.,2.04,Diyas Z.,1.75,1:2,hard,2018-08-18 17:00,WTA New Haven,2
WTA,2018-08-18-Sasnovich A-Pliskova Kr,Sasnovich A.,1.6,Pliskova Kr.,2.3,2:1,hard,2018-08-18 17:20,WTA New Haven,1
ATP,2018-08-18-Djokovic N-Cilic M,Djokovic N.,1.49,Cilic M.,2.68,2:1,hard,2018-08-18 18:25,ATP Cincinnati 2018,1
WTA,2018-08-18-Blinkova A-Bogdan A,Blinkova A.,2.52,Bogdan A.,1.51,0:2,hard,2018-08-18 18:45,WTA New Haven,2
WTA,2018-08-18-Parmentier P-Witthoeft C,Parmentier P.,1.83,Witthoeft C.,1.95,2:0,hard,2018-08-18 19:25,WTA New Haven,1
WTA,2018-08-18-Halep S-Sabalenka A,Halep S.,1.3,Sabalenka A.,3.63,2:0,hard,2018-08-18 21:20,WTA Cincinnati 2018,1
WTA,2018-08-19-Giorgi C-Stosur S,Giorgi C.,1.45,Stosur S.,2.71,2:0,hard,2018-08-19 15:10,WTA New Haven,1
WTA,2018-08-19-Flipkens K-Zidansek T,Flipkens K.,7.5,Zidansek T.,1.1,0:2,hard,2018-08-19 15:10,WTA New Haven,2
WTA,2018-08-19-Peterson R-Kenin S,Peterson R.,2.34,Kenin S.,1.63,2:1,hard,2018-08-19 15:10,WTA New Haven,1
WTA,2018-08-19-Bencic B-Yastremska D,Bencic B.,1.56,Yastremska D.,2.37,0:2,hard,2018-08-19 15:30,WTA New Haven,2
WTA,2018-08-19-Sasnovich A-Parmentier P,Sasnovich A.,1.27,Parmentier P.,3.68,2:0,hard,2018-08-19 16:50,WTA New Haven,1
WTA,2018-08-19-Gasparyan M-Puig M,Gasparyan M.,2.62,Puig M.,1.46,1:2,hard,2018-08-19 17:00,WTA New Haven,2
WTA,2018-08-19-Cibulkova D-Goerges J,Cibulkova D.,1.98,Goerges J.,1.82,0:2,hard,2018-08-19 17:45,WTA New Haven,2
WTA,2018-08-19-Zidansek T-Diyas Z,Zidansek T.,2.33,Diyas Z.,1.61,0:2,hard,2018-08-19 17:45,WTA New Haven,2
WTA,2018-08-19-Halep S-Bertens K,Halep S.,1.34,Bertens K.,3.41,1:2,hard,2018-08-19 18:15,WTA Cincinnati 2018,2
WTA,2018-08-19-Strycova B-Suarez Navarro C,Strycova B.,2.29,Suarez Navarro C.,1.63,0:2,hard,2018-08-19 19:10,WTA New Haven,2
ATP,2018-08-19-Albot R-Koepfer D,Albot R.,1.43,Koepfer D.,2.75,2:1,hard,2018-08-19 19:15,ATP Winston-Salem 2018,1
WTA,2018-08-19-Peterson R-Bogdan A,Peterson R.,2.04,Bogdan A.,1.81,0:2,hard,2018-08-19 19:25,WTA New Haven,2
ATP,2018-08-19-Djokovic N-Federer R,Djokovic N.,2.1,Federer R.,1.75,2:0,hard,2018-08-19 20:50,ATP Cincinnati 2018,1
WTA,2018-08-19-Begu I-Saville D,Begu I.,2.62,Saville D.,1.49,0:2,hard,2018-08-19 21:20,WTA New Haven,2
ATP,2018-08-19-Baghdatis M-Garcia-Lopez G,Baghdatis M.,1.53,Garcia-Lopez G.,2.46,0:2,hard,2018-08-19 22:10,ATP Winston-Salem 2018,2
ATP,2018-08-19-Basic M-Medvedev D,Basic M.,3.12,Medvedev D.,1.37,0:2,hard,2018-08-19 22:30,ATP Winston-Salem 2018,2
ATP,2018-08-19-Struff J-L-Paire B,Struff J-L.,2.22,Paire B.,1.66,2:0,hard,2018-08-19 23:05,ATP Winston-Salem 2018,1
ATP,2018-08-20-Sousa J-Seppi A,Sousa J.,1.7,Seppi A.,2.16,0:2,hard,2018-08-20 00:10,ATP Winston-Salem 2018,2
ATP,2018-08-20-Pella G-Carballes Baena R,Pella G.,1.21,Carballes Baena R.,4.4,0:2,hard,2018-08-20 00:30,ATP Winston-Salem 2018,2
WTA,2018-08-20-Sasnovich A-Mladenovic K,Sasnovich A.,1.47,Mladenovic K.,2.68,2:1,hard,2018-08-20 14:10,WTA New Haven,1
WTA,2018-08-20-Siegemund L-Konta J,Siegemund L.,4.75,Konta J.,1.19,0:2,hard,2018-08-20 15:10,WTA New Haven,2
WTA,2018-08-20-Pliskova Ka-Makarova E,Pliskova Ka.,1.48,Makarova E.,2.68,0:2,hard,2018-08-20 17:10,WTA New Haven,2
WTA,2018-08-20-Bogdan A-Giorgi C,Bogdan A.,2.11,Giorgi C.,1.72,0:2,hard,2018-08-20 17:30,WTA New Haven,2
WTA,2018-08-20-Yastremska D-Collins D,Yastremska D.,1.78,Collins D. R.,2.03,2:0,hard,2018-08-20 18:25,WTA New Haven,1
WTA,2018-08-20-Stosur S-Sabalenka A,Stosur S.,2.98,Sabalenka A.,1.4,0:2,hard,2018-08-20 19:00,WTA New Haven,2
ATP,2018-08-20-Djere L-Paul T,Djere L.,2.94,Paul T.,1.41,0:2,hard,2018-08-20 19:10,ATP Winston-Salem 2018,2
ATP,2018-08-20-Berankis R-Sandgren T,Berankis R.,2.2,Sandgren T.,1.68,0:2,hard,2018-08-20 19:10,ATP Winston-Salem 2018,2
ATP,2018-08-20-Schnur B-Munar J,Schnur B.,2.21,Munar J.,1.67,0:2,hard,2018-08-20 19:10,ATP Winston-Salem 2018,2
ATP,2018-08-20-Mayer L-Sugita Y,Mayer L.,1.35,Sugita Y.,3.25,2:0,hard,2018-08-20 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-20-Millman J-Daniel T,Millman J.,1.47,Daniel T.,2.69,0:2,hard,2018-08-20 19:10,ATP Winston-Salem 2018,2
WTA,2018-08-20-Sakkari M-Diyas Z,Sakkari M.,1.72,Diyas Z.,2.14,0:2,hard,2018-08-20 19:45,WTA New Haven,2
ATP,2018-08-20-Jaziri M-Fritz T,Jaziri M.,3.09,Fritz T.,1.37,0:2,hard,2018-08-20 20:40,ATP Winston-Salem 2018,2
ATP,2018-08-20-Herbert P-Skugor F,Herbert P.,1.26,Skugor F.,3.92,0:2,hard,2018-08-20 20:50,ATP Winston-Salem 2018,2
ATP,2018-08-20-Berrettini M-Benneteau J,Berrettini M.,1.66,Benneteau J.,2.22,2:0,hard,2018-08-20 21:00,ATP Winston-Salem 2018,1
ATP,2018-08-20-Andreozzi G-Fucsovics M,Andreozzi G.,4.43,Fucsovics M.,1.21,2:1,hard,2018-08-20 21:05,ATP Winston-Salem 2018,1
WTA,2018-08-20-Puig M-Bacsinszky T,Puig M.,1.42,Bacsinszky T.,2.86,2:0,hard,2018-08-20 21:15,WTA New Haven,1
ATP,2018-08-20-Zeballos H-Lacko L,Zeballos H.,2.15,Lacko L.,1.71,2:0,hard,2018-08-20 21:20,ATP Winston-Salem 2018,1
ATP,2018-08-20-Cecchinato M-Struff J-L,Cecchinato M.,2.43,Struff J-L.,1.56,0:2,hard,2018-08-20 22:35,ATP Winston-Salem 2018,2
ATP,2018-08-20-Harrison R-Gojo B,Harrison R.,1.16,Gojo B.,5.3,2:0,hard,2018-08-20 23:05,ATP Winston-Salem 2018,1
WTA,2018-08-20-Radwanska A-Kvitova P,Radwanska A.,2.6,Kvitova P.,1.51,0:2,hard,2018-08-20 23:10,WTA New Haven,2
ATP,2018-08-21-Seppi A-Jarry N,Seppi A.,1.71,Jarry N.,2.15,0:2,hard,2018-08-21 00:25,ATP Winston-Salem 2018,2
WTA,2018-08-21-Parmentier P-Kontaveit A,Parmentier P.,4.71,Kontaveit A.,1.19,1:2,hard,2018-08-21 16:10,WTA New Haven,2
WTA,2018-08-21-Bencic B-Giorgi C,Bencic B.,2.67,Giorgi C.,1.49,2:0,hard,2018-08-21 18:20,WTA New Haven,1
ATP,2018-08-21-Munar J-Rublev A,Munar J.,3.39,Rublev A.,1.33,2:0,hard,2018-08-21 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-21-Gojowczyk P-Zeballos H,Gojowczyk P.,1.52,Zeballos H.,2.57,2:1,hard,2018-08-21 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-21-Berrettini M-Basilashvili N,Berrettini M.,1.45,Basilashvili N.,2.72,2:0,hard,2018-08-21 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-21-Johnson S-Paul T,Johnson S.,1.43,Paul T.,2.84,2:0,hard,2018-08-21 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-21-Medvedev D-De Minaur A,Medvedev D.,2.18,De Minaur A.,1.7,2:0,hard,2018-08-21 19:10,ATP Winston-Salem 2018,1
ATP,2018-08-21-Ramos A-Carballes Baena R,Ramos A.,1.58,Carballes Baena R.,2.42,0:2,hard,2018-08-21 20:50,ATP Winston-Salem 2018,2
ATP,2018-08-21-Sandgren T-Koepfer D,Sandgren T.,1.4,Koepfer D.,2.98,0:2,hard,2018-08-21 21:00,ATP Winston-Salem 2018,2
ATP,2018-08-21-Chung H-Garcia-Lopez G,Chung H.,1.21,Garcia-Lopez G.,5.09,2:0,hard,2018-08-21 21:20,ATP Winston-Salem 2018,1
WTA,2018-08-21-Sasnovich A-Garcia C,Sasnovich A.,2.94,Garcia C.,1.41,1:2,hard,2018-08-21 23:10,WTA New Haven,2
ATP,2018-08-21-Mayer L-Edmund K,Mayer L.,2.54,Edmund K.,1.53,0:2,hard,2018-08-21 23:15,ATP Winston-Salem 2018,2
WTA,2018-08-22-Yastremska D-Goerges J,Yastremska D.,2.66,Goerges J.,1.48,1:2,hard,2018-08-22 02:20,WTA New Haven,2
WTA,2018-08-22-Makarova E-Rybarikova M,Makarova E.,1.55,Rybarikova M.,2.5,2:1,hard,2018-08-22 16:10,WTA New Haven,1
ATP,2018-08-22-Albot R-Andreozzi G,Albot R.,2.35,Andreozzi G.,1.64,0:2,hard,2018-08-22 18:00,ATP Winston-Salem 2018,2
ATP,2018-08-22-Skugor F-Carreno-Busta P,Skugor F.,5.65,Carreno-Busta P.,1.17,1:2,hard,2018-08-22 18:00,ATP Winston-Salem 2018,2
ATP,2018-08-22-Fritz T-Krajinovic F,Fritz T.,1.49,Krajinovic F.,2.72,0:2,hard,2018-08-22 18:15,ATP Winston-Salem 2018,2
ATP,2018-08-22-Carballes Baena R-Edmund K,Carballes Baena R.,5.32,Edmund K.,1.16,0:2,hard,2018-08-22 19:05,ATP Winston-Salem 2018,2
ATP,2018-08-22-Querrey S-Daniel T,Querrey S.,1.28,Daniel T.,3.76,1:2,hard,2018-08-22 19:10,ATP Winston-Salem 2018,2
ATP,2018-08-22-Struff J-L-Jarry N,Struff J-L.,1.7,Jarry N.,2.18,0:2,hard,2018-08-22 19:15,ATP Winston-Salem 2018,2
WTA,2018-08-22-Sabalenka A-Saville D,Sabalenka A.,1.45,Saville D.,2.82,2:1,hard,2018-08-22 19:40,WTA New Haven,1
ATP,2018-08-22-Andreozzi G-Medvedev D,Andreozzi G.,3.36,Medvedev D.,1.34,0:2,hard,2018-08-22 20:25,ATP Winston-Salem 2018,2
ATP,2018-08-22-Chung H-Berrettini M,Chung H.,1.56,Berrettini M.,2.46,2:1,hard,2018-08-22 21:00,ATP Winston-Salem 2018,1
ATP,2018-08-22-Johnson S-Munar J,Johnson S.,1.4,Munar J.,3.02,2:0,hard,2018-08-22 21:40,ATP Winston-Salem 2018,1
WTA,2018-08-22-Kontaveit A-Puig M,Kontaveit A.,1.58,Puig M.,2.43,0:2,hard,2018-08-22 22:45,WTA New Haven,2
ATP,2018-08-22-Gojowczyk P-Carreno-Busta P,Gojowczyk P.,2.66,Carreno-Busta P.,1.49,0:2,hard,2018-08-22 23:30,ATP Winston-Salem 2018,2
WTA,2018-08-23-Diyas Z-Kvitova P,Diyas Z.,4.09,Kvitova P.,1.25,1:2,hard,2018-08-23 00:30,WTA New Haven,2
ATP,2018-08-23-Daniel T-Koepfer D,Daniel T.,1.47,Koepfer D.,2.76,2:0,hard,2018-08-23 00:45,ATP Winston-Salem 2018,1
ATP,2018-08-23-Harrison R-Krajinovic F,Harrison R.,1.69,Krajinovic F.,2.17,2:0,hard,2018-08-23 01:25,ATP Winston-Salem 2018,1
WTA,2018-08-23-Makarova E-Goerges J,Makarova E.,2.12,Goerges J.,1.75,0:2,hard,2018-08-23 17:10,WTA New Haven,2
WTA,2018-08-23-Bencic B-Sabalenka A,Bencic B.,2.25,Sabalenka A.,1.67,0:2,hard,2018-08-23 18:45,WTA New Haven,2
ATP,2018-08-23-Johnson S-Edmund K,Johnson S.,2.55,Edmund K.,1.51,2:0,hard,2018-08-23 19:10,ATP Winston-Salem 2018,1
WTA,2018-08-23-Puig M-Garcia C,Puig M.,2.71,Garcia C.,1.49,2:1,hard,2018-08-23 20:10,WTA New Haven,1
ATP,2018-08-23-Chung H-Carreno-Busta P,Chung H.,1.68,Carreno-Busta P.,2.23,0:2,hard,2018-08-23 20:30,ATP Winston-Salem 2018,2
ATP,2018-08-23-Medvedev D-Harrison R,Medvedev D.,2.06,Harrison R.,1.79,2:0,hard,2018-08-23 23:10,ATP Winston-Salem 2018,1
ATP,2018-08-24-Jarry N-Daniel T,Jarry N.,1.65,Daniel T.,2.28,1:2,hard,2018-08-24 01:10,ATP Winston-Salem 2018,2
WTA,2018-08-24-Sabalenka A-Goerges J,Sabalenka A.,1.87,Goerges J.,1.98,2:0,hard,2018-08-24 19:10,WTA New Haven,1
ATP,2018-08-24-Medvedev D-Daniel T,Medvedev D.,1.43,Daniel T.,2.91,2:0,hard,2018-08-24 23:10,ATP Winston-Salem 2018,1
ATP,2018-08-25-Johnson S-Carreno-Busta P,Johnson S.,1.99,Carreno-Busta P.,1.85,2:0,hard,2018-08-25 01:10,ATP Winston-Salem 2018,1
WTA,2018-08-25-Sabalenka A-Suarez Navarro C,Sabalenka A.,1.5,Suarez Navarro C.,2.7,2:0,hard,2018-08-25 19:10,WTA New Haven,1
ATP,2018-08-25-Medvedev D-Johnson S,Medvedev D.,2.03,Johnson S.,1.82,2:0,hard,2018-08-25 21:10,ATP Winston-Salem 2018,1
ATP,2018-08-29-Sonego L-Khachanov K,Sonego L.,9.9,Khachanov K.,1.07,0:3,hard,2018-08-29 21:50,ATP US Open 2018,2
ATP,2018-08-29-Sock J-Basilashvili N,Sock J.,1.39,Basilashvili N.,3.1,1:3,hard,2018-08-29 23:25,ATP US Open 2018,2
WTA,2018-08-30-Williams S-Witthoeft C,Williams S.,1.05,Witthoeft C.,11.52,2:0,hard,2018-08-30 00:00,WTA US Open 2018,1
WTA,2018-08-30-Sakkari M-Kenin S,Sakkari M.,1.55,Kenin S.,2.55,1:2,hard,2018-08-30 00:55,WTA US Open 2018,2
ATP,2018-08-30-Nadal R-Pospisil V,Nadal R.,1.02,Pospisil V.,16.79,3:0,hard,2018-08-30 01:35,ATP US Open 2018,1
WTA,2018-08-30-Muguruza G-Muchova K,Muguruza G.,1.17,Muchova K.,5.26,1:2,hard,2018-08-30 02:40,WTA US Open 2018,2
WTA,2018-08-30-Osaka N-Glushko J,Osaka N.,1.12,Glushko J.,6.7,2:0,hard,2018-08-30 15:10,WTA US Open 2018,1
ATP,2018-08-30-Kukushkin M-Chung H,Kukushkin M.,2.93,Chung H.,1.43,3:0,hard,2018-08-30 15:10,ATP US Open 2018,1
WTA,2018-08-30-Kvitova P-Wang Y,Kvitova P.,1.11,Wang Y.,7.1,2:0,hard,2018-08-30 15:10,WTA US Open 2018,1
WTA,2018-08-30-Sasnovich A-Kasatkina D,Sasnovich A.,2.51,Kasatkina D.,1.54,2:0,hard,2018-08-30 15:10,WTA US Open 2018,1
WTA,2018-08-30-Zvonareva V-Sabalenka A,Zvonareva V.,4.53,Sabalenka A.,1.21,0:2,hard,2018-08-30 15:15,WTA US Open 2018,2
WTA,2018-08-30-Cibulkova D-Hsieh S-W,Cibulkova D.,1.41,Hsieh S-W.,2.99,2:1,hard,2018-08-30 15:15,WTA US Open 2018,1
WTA,2018-08-30-Larsson J-Kerber A,Larsson J.,9.03,Kerber A.,1.08,1:2,hard,2018-08-30 16:15,WTA US Open 2018,2
ATP,2018-08-30-Fognini F-Millman J,Fognini F.,1.5,Millman J.,2.66,1:3,hard,2018-08-30 16:20,ATP US Open 2018,2
ATP,2018-08-30-Kyrgios N-Herbert P,Kyrgios N.,1.21,Herbert P.,4.57,3:1,hard,2018-08-30 16:30,ATP US Open 2018,1
WTA,2018-08-30-Garcia C-Puig M,Garcia C.,1.48,Puig M.,2.67,2:1,hard,2018-08-30 17:05,WTA US Open 2018,1
ATP,2018-08-30-Schwartzman D-Munar J,Schwartzman D.,1.18,Munar J.,5.0,3:1,hard,2018-08-30 17:15,ATP US Open 2018,1
ATP,2018-08-30-Mahut N-Zverev A,Mahut N.,13.27,Zverev A.,1.03,0:3,hard,2018-08-30 17:20,ATP US Open 2018,2
ATP,2018-08-30-Ebden M-Kohlschreiber P,Ebden M.,2.65,Kohlschreiber P.,1.49,1:3,hard,2018-08-30 17:25,ATP US Open 2018,2
WTA,2018-08-30-Bertens K-Di Lorenzo F,Bertens K.,1.09,Di Lorenzo F.,8.25,2:0,hard,2018-08-30 18:15,WTA US Open 2018,1
ATP,2018-08-30-Benneteau J-Struff J-L,Benneteau J.,2.71,Struff J-L.,1.5,2:3,hard,2018-08-30 18:55,ATP US Open 2018,2
ATP,2018-08-30-Paire B-Federer R,Paire B.,12.04,Federer R.,1.04,0:3,hard,2018-08-30 19:00,ATP US Open 2018,2
WTA,2018-08-30-Townsend T-Ostapenko J,Townsend T.,3.12,Ostapenko J.,1.38,1:2,hard,2018-08-30 19:15,WTA US Open 2018,2
ATP,2018-08-30-Pouille L-Baghdatis M,Pouille L.,1.5,Baghdatis M.,2.63,3:1,hard,2018-08-30 19:25,ATP US Open 2018,1
WTA,2018-08-30-Keys M-Pera B,Keys M.,1.17,Pera B.,5.26,2:0,hard,2018-08-30 19:30,WTA US Open 2018,1
ATP,2018-08-30-Haase R-Goffin D,Haase R.,3.92,Goffin D.,1.26,1:3,hard,2018-08-30 19:35,ATP US Open 2018,2
WTA,2018-08-30-Bouchard E-Vondrousova M,Bouchard E.,1.78,Vondrousova M.,2.08,0:2,hard,2018-08-30 19:40,WTA US Open 2018,2
WTA,2018-08-30-Krunic A-Flipkens K,Krunic A.,2.02,Flipkens K.,1.8,2:0,hard,2018-08-30 20:25,WTA US Open 2018,1
ATP,2018-08-30-De Minaur A-Tiafoe F,De Minaur A.,2.02,Tiafoe F.,1.82,3:1,hard,2018-08-30 21:35,ATP US Open 2018,1
WTA,2018-08-30-Mladenovic K-Suarez Navarro C,Mladenovic K.,2.16,Suarez Navarro C.,1.71,1:2,hard,2018-08-30 21:55,WTA US Open 2018,2
WTA,2018-08-30-Siniakova K-Tomljanovic A,Siniakova K.,2.13,Tomljanovic A.,1.74,2:1,hard,2018-08-30 22:45,WTA US Open 2018,1
ATP,2018-08-30-Cilic M-Hurkacz H,Cilic M.,1.07,Hurkacz H.,9.19,3:0,hard,2018-08-30 23:05,ATP US Open 2018,1
ATP,2018-08-30-Djokovic N-Sandgren T,Djokovic N.,1.02,Sandgren T.,16.57,3:1,hard,2018-08-30 23:15,ATP US Open 2018,1
ATP,2018-08-31-Djere L-Gasquet R,Djere L.,6.25,Gasquet R.,1.13,0:3,hard,2018-08-31 00:10,ATP US Open 2018,2
WTA,2018-08-31-Tsurenko L-Wozniacki C,Tsurenko L.,3.39,Wozniacki C.,1.33,2:0,hard,2018-08-31 01:15,WTA US Open 2018,1
WTA,2018-08-31-Sharapova M-Cirstea S,Sharapova M.,1.25,Cirstea S.,4.13,2:0,hard,2018-08-31 02:30,WTA US Open 2018,1
WTA,2018-08-31-Makarova E-Sevastova A,Makarova E.,1.96,Sevastova A.,1.87,1:2,hard,2018-08-31 15:10,WTA US Open 2018,2
WTA,2018-08-31-Strycova B-Mertens E,Strycova B.,2.87,Mertens E.,1.44,0:2,hard,2018-08-31 15:10,WTA US Open 2018,2
WTA,2018-08-31-Stephens S-Azarenka V,Stephens S.,1.65,Azarenka V.,2.29,2:0,hard,2018-08-31 16:15,WTA US Open 2018,1
ATP,2018-08-31-Thiem D-Fritz T,Thiem D.,1.26,Fritz T.,4.09,3:1,hard,2018-08-31 17:30,ATP US Open 2018,1
ATP,2018-08-31-Basilashvili N-Pella G,Basilashvili N.,2.14,Pella G.,1.73,3:1,hard,2018-08-31 17:30,ATP US Open 2018,1
WTA,2018-08-31-Wang Q-Svitolina E,Wang Q.,3.47,Svitolina E.,1.33,0:2,hard,2018-08-31 17:35,WTA US Open 2018,2
ATP,2018-08-31-Nadal R-Khachanov K,Nadal R.,1.08,Khachanov K.,8.48,3:1,hard,2018-08-31 18:30,ATP US Open 2018,1
ATP,2018-08-31-Shapovalov D-Anderson K,Shapovalov D.,2.93,Anderson K.,1.43,2:3,hard,2018-08-31 19:10,ATP US Open 2018,2
WTA,2018-08-31-Kanepi K-Peterson R,Kanepi K.,1.46,Peterson R.,2.76,2:0,hard,2018-08-31 21:00,WTA US Open 2018,1
ATP,2018-08-31-Isner J-Lajovic D,Isner J.,1.22,Lajovic D.,4.6,3:1,hard,2018-08-31 22:00,ATP US Open 2018,1
ATP,2018-08-31-Coric B-Medvedev D,Coric B.,1.6,Medvedev D.,2.39,3:0,hard,2018-08-31 23:30,ATP US Open 2018,1
ATP,2018-08-31-Raonic M-Wawrinka S,Raonic M.,1.69,Wawrinka S.,2.22,3:0,hard,2018-08-31 23:55,ATP US Open 2018,1
WTA,2018-09-01-Williams S-Williams V,Williams S.,1.31,Williams V.,3.56,2:0,hard,2018-09-01 00:05,WTA US Open 2018,1
WTA,2018-09-01-Muchova K-Barty A,Muchova K.,4.62,Barty A.,1.21,0:2,hard,2018-09-01 00:15,WTA US Open 2018,2
ATP,2018-09-01-Del Potro J-Verdasco F,Del Potro J.,1.15,Verdasco F.,5.61,3:0,hard,2018-09-01 01:40,ATP US Open 2018,1
WTA,2018-09-01-Kenin S-Pliskova Ka,Kenin S.,3.93,Pliskova Ka.,1.27,0:2,hard,2018-09-01 02:25,WTA US Open 2018,2
ATP,2018-09-01-Millman J-Kukushkin M,Millman J.,1.7,Kukushkin M.,2.2,3:1,hard,2018-09-01 15:10,ATP US Open 2018,1
WTA,2018-09-01-Bertens K-Vondrousova M,Bertens K.,1.24,Vondrousova M.,4.23,1:2,hard,2018-09-01 15:10,WTA US Open 2018,2
WTA,2018-09-01-Keys M-Krunic A,Keys M.,1.16,Krunic A.,5.69,2:1,hard,2018-09-01 16:10,WTA US Open 2018,1
WTA,2018-09-01-Garcia C-Suarez Navarro C,Garcia C.,1.44,Suarez Navarro C.,2.83,1:2,hard,2018-09-01 16:40,WTA US Open 2018,2
WTA,2018-09-01-Cibulkova D-Kerber A,Cibulkova D.,3.72,Kerber A.,1.29,2:1,hard,2018-09-01 17:50,WTA US Open 2018,1
WTA,2018-09-01-Siniakova K-Tsurenko L,Siniakova K.,2.67,Tsurenko L.,1.5,0:2,hard,2018-09-01 18:20,WTA US Open 2018,2
ATP,2018-09-01-Kyrgios N-Federer R,Kyrgios N.,3.84,Federer R.,1.28,0:3,hard,2018-09-01 18:25,ATP US Open 2018,2
ATP,2018-09-01-Pouille L-Sousa J,Pouille L.,1.47,Sousa J.,2.8,1:3,hard,2018-09-01 19:25,ATP US Open 2018,2
WTA,2018-09-01-Osaka N-Sasnovich A,Osaka N.,1.55,Sasnovich A.,2.53,2:0,hard,2018-09-01 19:50,WTA US Open 2018,1
ATP,2018-09-01-Kohlschreiber P-Zverev A,Kohlschreiber P.,7.04,Zverev A.,1.11,3:1,hard,2018-09-01 20:30,ATP US Open 2018,1
ATP,2018-09-01-Schwartzman D-Nishikori K,Schwartzman D.,2.73,Nishikori K.,1.48,1:3,hard,2018-09-01 21:20,ATP US Open 2018,2
WTA,2018-09-01-Sharapova M-Ostapenko J,Sharapova M.,1.52,Ostapenko J.,2.59,2:0,hard,2018-09-01 23:15,WTA US Open 2018,1
ATP,2018-09-01-Struff J-L-Goffin D,Struff J-L.,5.76,Goffin D.,1.15,0:3,hard,2018-09-01 23:30,ATP US Open 2018,2
WTA,2018-09-02-Kvitova P-Sabalenka A,Kvitova P.,1.57,Sabalenka A.,2.47,0:2,hard,2018-09-02 00:30,WTA US Open 2018,2
ATP,2018-09-02-Djokovic N-Gasquet R,Djokovic N.,1.08,Gasquet R.,9.27,3:0,hard,2018-09-02 01:05,ATP US Open 2018,1
ATP,2018-09-02-Cilic M-De Minaur A,Cilic M.,1.17,De Minaur A.,5.55,3:2,hard,2018-09-02 02:20,ATP US Open 2018,1
ATP,2018-09-02-Thiem D-Anderson K,Thiem D.,2.34,Anderson K.,1.63,3:0,hard,2018-09-02 15:15,ATP US Open 2018,1
ATP,2018-09-02-Nadal R-Basilashvili N,Nadal R.,1.05,Basilashvili N.,12.81,3:1,hard,2018-09-02 16:15,ATP US Open 2018,1
WTA,2018-09-02-Barty A-Pliskova Ka,Barty A.,1.69,Pliskova Ka.,2.22,0:2,hard,2018-09-02 18:10,WTA US Open 2018,2
ATP,2018-09-02-Isner J-Raonic M,Isner J.,2.3,Raonic M.,1.65,3:2,hard,2018-09-02 20:00,ATP US Open 2018,1
WTA,2018-09-02-Kanepi K-Williams S,Kanepi K.,5.1,Williams S.,1.19,1:2,hard,2018-09-02 20:10,WTA US Open 2018,2
WTA,2018-09-02-Sevastova A-Svitolina E,Sevastova A.,3.04,Svitolina E.,1.41,2:1,hard,2018-09-02 21:15,WTA US Open 2018,1
WTA,2018-09-02-Stephens S-Mertens E,Stephens S.,1.48,Mertens E.,2.73,2:0,hard,2018-09-02 23:15,WTA US Open 2018,1
ATP,2018-09-03-Del Potro J-Coric B,Del Potro J.,1.27,Coric B.,3.98,3:0,hard,2018-09-03 01:10,ATP US Open 2018,1
ATP,2018-09-03-Nishikori K-Kohlschreiber P,Nishikori K.,1.25,Kohlschreiber P.,4.17,3:0,hard,2018-09-03 15:15,ATP US Open 2018,1
WTA,2018-09-03-Keys M-Cibulkova D,Keys M.,1.35,Cibulkova D.,3.37,2:0,hard,2018-09-03 16:15,WTA US Open 2018,1
