match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1983544,2021-09-23-23-40,Metz,atp,round of 16,indoors,1,1.22,0.37,Hubert Hurkacz,Poland,196,81,24,13,11,25,16,1,2,264,166,40,39,11.44,2,-,1.37,Lucas Pouille,France,185,84,27,142,10,17,20,6,6,323,230,70,47,-9.95,1,-,3.40
1982891,2021-09-23-22-10,Nur-Sultan,atp,round of 16,indoors,2,1.5,0.74,Miomir Kecmanovic,Serbia,183,75,22,60,38,13,20,1,0,204,132,16,14,-10.34,0,-,2.23,Alexander Bublik,Kazakhstan,198,77,24,34,34,29,24,4,2,270,182,77,46,3.45,0,-,1.74
1983158,2021-09-23-22-10,Metz,atp,round of 16,indoors,2,1.45,-1,Alex De Minaur,Australia,183,69,22,21,15,21,18,1,1,230,130,43,22,-9.3,1,-,1.58,Marcos Giron,USA,180,77,28,69,64,24,19,3,2,339,201,42,32,7.38,1,-,2.54
1983474,2021-09-23-21-25,Nur-Sultan,atp,round of 16,indoors,2,1.49,-1,Egor Gerasimov,Belarus,196,86,28,97,65,14,23,5,3,385,266,141,86,-9.46,0,-,1.54,Carlos Taberner,Spain,183,78,24,117,102,36,21,2,1,352,182,21,19,-2.62,0,-,2.66
1983324,2021-09-23-22-10,Metz,atp,round of 16,indoors,1,1.48,2.32,Peter Gojowczyk,Germany,188,83,32,101,39,34,21,14,6,589,432,190,121,10.15,0,-,3.32,Karen Khachanov,Russia,198,87,25,27,8,29,19,4,2,317,218,94,64,-2.38,1,-,1.38
1983527,2021-09-23-22-05,Ostrava WTA,wta,round of 16,indoors,1,1.47,0.66,Maria Sakkari,Greece,172,62,26,12,12,31,15,0,0,372,246,11,14,6.11,1,-,1.66,Jelena Ostapenko,Latvia,177,68,24,29,5,27,16,6,2,292,179,79,32,0.18,1,-,2.38
1982637,2021-09-24-02-00,Ostrava WTA,wta,round of 16,indoors,2,1.48,-1,Sara Sorribes Tormo,Spain,176,69,24,36,36,30,16,1,0,347,214,13,14,16.92,0,-,2.97,Belinda Bencic,Switzerland,175,63,24,11,4,31,17,1,1,336,178,51,24,7.23,0,-,1.45
1983405,2021-09-24-01-10,Columbus WTA,wta,round of 16,indoors,2,1.47,-1,Alexa Glatch,USA,183,66,32,277,102,10,10,3,0,325,250,50,26,0.32,0,-,4.02,Saisai Zheng,China,170,62,27,83,34,12,13,1,0,343,233,31,14,-1.83,0,-,1.28
1983203,2021-09-24-02-25,Metz,atp,round of 16,indoors,2,1.53,0.37,Philipp Kohlschreiber,Germany,178,70,37,107,16,15,13,2,1,680,501,113,101,1.18,3,-,3.39,Gael Monfils,France,193,85,35,20,6,9,13,0,0,609,340,146,65,-4.02,14,-,1.37
1983492,2021-09-24-04-10,Ostrava WTA,wta,round of 16,indoors,1,1.35,0.39,Belen Teichmann Jil,Switzerland,170,80,24,42,40,20,15,1,0,234,161,17,22,8.31,0,-,1.39,Alison Riske,USA,175,66,31,32,18,9,12,1,0,388,312,54,27,-1.14,0,-,3.26
1983323,2021-09-24-04-00,Metz,atp,round of 16,indoors,1,1.58,-1,Nikoloz Basilashvili,Georgia,185,79,29,36,16,28,22,1,2,435,349,61,58,13.84,0,-,1.66,Alejandro Davidovich Fokina,Spain,183,80,22,45,32,26,19,6,5,193,122,19,17,-1.91,0,-,2.37
1983406,2021-09-24-05-00,Columbus WTA,wta,round of 16,indoors,1,1.37,0.28,Madison Brengle,USA,174,60,31,90,35,20,19,1,0,516,387,51,40,-2.33,1,-,1.28,Louisa Chirico,USA,175,64,25,432,58,6,8,3,0,212,166,18,10,-2.34,2,-,3.99
1983387,2021-09-24-03-30,Columbus WTA,wta,round of 16,indoors,1,1.36,0.46,Beatriz Haddad Maia,Brazil,185,78,25,122,58,60,16,1,0,344,168,6,6,-2.36,0,-,1.46,Priscilla Hon,Australia,171,63,23,246,118,6,5,3,0,177,139,8,7,1.63,0,-,2.89
1983310,2021-09-24-02-50,Columbus WTA,wta,round of 16,indoors,2,0.0,0,Mariam Bolkvadze,Georgia,-,-,23,188,152,25,18,1,0,239,148,27,20,-0.44,1,-,2.36,Xinyu Wang,China,182,75,19,129,129,23,17,5,3,124,76,15,8,-3.43,0,-,1.65
