match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1995985,2021-11-02-19-10,Paris - Masters,atp,1. round,indoors,1,1.0,2.66,James Duckworth,Australia,183,82,29,55,51,33,23,9,8,376,234,32,25,16.02,1,-,3.66,Roberto Bautista-Agut,Spain,183,75,33,20,9,29,24,4,4,706,421,109,76,-5.29,0,-,1.33
1996297,2021-11-02-20-55,Eckental challenger,atp,1. round,indoors,1,1.0,0.34,Tomas Machac,Czech Republic,183,73,21,134,134,24,18,11,6,127,70,60,29,-5.83,0,-,1.34,Jack Draper,Great Britain,191,80,19,277,250,18,12,4,0,114,49,36,16,4.04,0,-,3.34
1996892,2021-11-02-20-10,Eckental challenger,atp,1. round,indoors,1,1.0,0.31,Ruben Bemelmans,Belgium,183,75,33,219,84,18,20,8,6,582,418,257,144,-6.66,0,-,1.31,Tobias Simon,Germany,198,96,30,469,391,19,24,7,8,377,332,111,90,-6.43,0,-,3.47
1996896,2021-11-02-21-25,Bergamo challenger,atp,1. round,indoors,1,1.5,-1,Nerman Fatic,Bosnia and Herzeg.,191,88,27,328,316,30,21,2,1,301,210,8,15,-0.89,0,-,1.72,Mohamed Safwat,Egypt,180,83,31,194,130,17,22,3,4,535,356,21,25,-8.13,1,-,2.14
1996898,2021-11-02-19-35,Bergamo challenger,atp,1. round,indoors,2,1.59,1.01,Pavel Kotov,Russia,191,86,22,272,245,20,20,8,5,170,106,67,39,-1.22,0,-,1.80,Cem Ilkel,Turkey,183,82,26,158,158,32,24,3,6,342,258,36,43,4.49,0,-,2.01
1995983,2021-11-02-22-10,Paris - Masters,atp,1. round,indoors,2,1.6,0.71,Lorenzo Sonego,Italy,191,76,26,27,21,28,22,4,4,315,197,53,36,1.91,2,-,2.27,Harry Fritz Taylor,USA,193,86,24,26,24,30,20,4,1,265,182,35,29,8.2,3,-,1.71
1996673,2021-11-02-22-00,Paris - Masters,atp,1. round,indoors,1,2.0,-1,Karen Khachanov,Russia,198,87,25,31,8,34,23,7,5,322,222,97,67,-3.81,1,-,1.32,Mikael Ymer,Sweden,183,75,23,97,67,25,20,3,5,221,120,67,34,6.31,0,-,3.73
1996941,2021-11-02-19-00,Haabneeme ITF,wta,Qualification - round of 16,indoors,1,2.0,-1,Daria Lopatetska,Ukraine,-,-,18,481,216,9,14,0,1,65,37,9,5,-8.56,0,-,-,Valeria Gorlats,Estonia,-,-,23,1517,883,10,6,3,1,40,40,15,10,9.82,0,-,-
1997185,2021-11-02-20-00,Solarino ITF,wta,1. round,hard,1,1.0,0.25,Virginia Ferrara,Italy,-,-,17,-,-,6,2,1,0,6,2,1,0,2.57,0,-,1.25,Helena Stevic,France,-,-,19,1337,1292,15,20,4,5,21,32,6,8,-12.95,0,-,3.67
1997184,2021-11-02-20-00,Solarino ITF,wta,1. round,hard,2,2.0,0.08,Petra Csabi,Czech Republic,-,-,19,1619,1498,2,4,1,2,15,22,5,5,-2.7,0,-,6.94,Angelina Wirges,Germany,-,-,19,965,952,17,18,6,6,24,43,6,6,-5.26,0,-,1.08
1997180,2021-11-02-19-00,Solarino ITF,wta,1. round,hard,1,1.0,0.43,Karolina Vlckova,Czech Republic,-,-,21,1191,1118,6,8,0,2,22,44,9,10,0.53,0,-,1.43,Sofia Pizzoni,Italy,-,-,18,-,-,2,0,2,0,2,0,2,0,2.3,0,-,2.66
1997085,2021-11-02-20-00,Castellon ITF,wta,1. round,clay,2,1.0,-1,Alba Rey Garcia,Spain,-,-,19,871,871,26,24,19,14,48,44,33,27,-7.3,1,-,1.07,Lidia Moreno Arias,Spain,-,-,24,1375,1113,7,9,2,3,75,82,39,46,-5.78,0,-,7.19
