match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1965329,atp,Atlanta,hard,round of 16,1,Emil Ruusuvuori,Finland,188,79,22,78,74,16,16,11,5,180,90,72,25,-2.2,1.57,1,1702,Benoit Paire,France,196,80,32,49,18,8,23,1,6,538,435,130,122,-11.02,2.59,0,1651
1965433,atp,Kitzbühel,clay,quarterfinal,1,Arthur Rinderknech,France,196,86,26,91,91,44,19,18,9,205,115,81,54,12.9,2.74,1,1735,Filip Krajinovic,Serbia,185,75,29,33,26,15,13,11,9,458,266,270,121,-0.21,1.52,0,1824
1965597,atp,Kitzbühel,clay,quarterfinal,1,Casper Ruud,Norway,183,77,22,14,14,33,9,26,5,248,153,166,86,6.06,1.23,2,1951,Mikael Ymer,Sweden,183,75,22,99,67,17,14,10,7,213,114,92,52,4.36,4.68,1,1703
1965383,atp,Olympics - Tokyo,hard,quarterfinal,1,Karen Khachanov,Russia,198,87,25,25,8,24,15,11,4,312,214,113,71,-1.79,1.96,1,1830,Ugo Humbert,France,188,73,23,28,25,18,15,5,4,224,136,94,44,-0.37,1.94,0,1845
1965489,atp,Kitzbühel,clay,quarterfinal,2,Jozef Kovalik,Slovakia,183,82,28,131,80,23,20,20,17,448,303,318,194,-0.31,3.06,1,1562,Pedro Martinez,Spain,185,76,24,97,82,22,16,18,11,353,190,300,145,3.86,1.43,2,1710
1965412,atp,Olympics - Tokyo,hard,quarterfinal,1,Novak Djokovic,Serbia,187,80,34,1,1,39,3,14,0,1113,235,524,95,5.38,1.07,17,2143,Kei Nishikori,Japan,178,73,31,69,4,18,14,7,6,567,258,280,130,4.02,10.86,2,1831
1965490,atp,Kitzbühel,clay,quarterfinal,1,Daniel Altmaier,Germany,191,88,22,135,122,24,17,23,14,292,160,143,88,1.29,1.67,2,1702,Gianluca Mager,Italy,188,77,26,74,73,25,19,22,15,360,248,268,170,3.99,2.35,2,1682
1965405,atp,Olympics - Tokyo,hard,quarterfinal,2,Jeremy Chardy,France,188,75,34,68,25,21,17,12,7,518,440,153,148,9.53,6.30,1,1797,Alexander Zverev,Germany,198,90,24,5,3,31,11,13,4,378,207,140,79,0.92,1.16,5,2013
1965384,atp,Olympics - Tokyo,hard,quarterfinal,2,Daniil Medvedev,Russia,198,83,25,2,2,32,9,16,3,356,161,138,52,-1.39,1.33,3,2086,Pablo Carreno-Busta,Spain,188,78,30,11,10,27,9,8,3,547,290,147,74,3.76,3.67,2,-
1965336,wta,Charleston 3,clay,round of 16,2,Maddison Inglis,Australia,171,59,23,142,112,9,12,4,4,191,118,17,14,-1.66,1.65,0,1445,Kateryna Bondarenko,Ukraine,175,60,34,220,29,13,10,7,7,467,350,134,107,-0.27,2.37,1,1501
1965357,wta,Olympics - Tokyo,hard,semifinal,1,Marketa Vondrousova,Czech Republic,172,59,22,41,14,19,12,14,5,195,82,61,32,5.32,2.32,2,1804,Elina Svitolina,Ukraine,174,60,26,6,3,25,14,17,7,443,225,245,107,2.1,1.68,3,1956
1965413,wta,Olympics - Tokyo,hard,semifinal,1,Belinda Bencic,Switzerland,175,63,24,12,4,22,14,12,6,327,175,153,85,4.5,2.37,1,1849,Elena Rybakina,Kazakhstan,184,73,22,20,17,22,13,10,7,193,89,70,36,-1.19,1.66,0,1895
1965259,atp,Atlanta,hard,round of 16,1,Christopher O'Connell,Australia,183,78,27,132,111,16,11,9,5,282,165,116,80,5.99,3.77,1,1632,Jannik Sinner,Italy,188,76,19,23,17,24,16,12,6,145,83,39,26,-5.83,1.32,0,1910
1965544,wta,Belgrade WTA,clay,quarterfinal,2,Anna Blinkova,Russia,179,70,22,83,54,14,18,8,7,197,132,45,34,-9.29,2.38,0,1612,Anna Schmiedlova Karolina,Slovakia,-,-,26,123,26,26,16,16,9,344,227,179,88,0.51,1.65,2,-
