match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1988653,2021-10-11-04-10,Indian Wells,wta,3. round,hard,2,1.66,0.31,Veronika Kudermetova,Russia,175,63,24,31,28,31,21,15,12,269,181,131,85,-1.29,0,1837,3.79,Iga Swiatek,Poland,176,65,20,4,4,34,12,16,7,158,45,47,20,-2.15,1,1970,1.31
1988659,2021-10-11-04-10,Indian Wells,atp,2. round,hard,1,1.31,0.09,Matteo Berrettini,Italy,196,95,25,7,7,38,9,13,4,289,136,113,53,4.81,0,1973,1.09,Alejandro Tabilo,Chile,188,75,24,184,156,28,28,9,7,264,175,67,48,-0.94,0,1499,9.62
1988688,2021-10-11-05-40,Indian Wells,atp,2. round,hard,2,1.4,-1,Brandon Nakashima,USA,185,77,20,79,79,34,21,17,9,115,63,74,37,-0.88,1,1765,1.72,Harry Fritz Taylor,USA,193,86,23,39,24,22,18,16,12,257,180,163,97,-1.36,1,1766,2.25
1988691,2021-10-11-04-10,Indian Wells,atp,2. round,hard,2,1.6,0.19,John Millman,Australia,183,79,32,90,33,19,22,6,8,440,292,258,155,-1.63,0,1720,5.39,Jannik Sinner,Italy,188,76,20,14,14,37,19,21,9,158,86,48,29,-3.91,0,1912,1.19
1988663,2021-10-11-04-10,Indian Wells,atp,2. round,hard,1,1.59,-1,Kevin Anderson,RSA,203,94,35,67,5,17,15,7,9,585,344,354,179,-5.33,0,1817,1.96,Lorenzo Sonego,Italy,191,76,26,21,21,27,20,9,10,314,195,47,42,3.49,0,1783,1.94
1988714,2021-10-11-04-10,Indian Wells,atp,2. round,hard,1,1.47,0.22,Gael Monfils,France,193,85,35,18,6,13,15,6,6,613,342,226,132,-3.39,1,1786,1.22,Gianluca Mager,Italy,188,77,26,71,66,29,24,4,6,364,253,31,34,5.15,0,1600,4.85
1988673,2021-10-11-05-35,Indian Wells,atp,2. round,hard,1,1.59,-1,Fabio Fognini,Italy,178,79,34,30,9,21,21,11,11,610,458,132,134,-2.32,2,1791,1.85,Jan-Lennard Struff,Germany,193,92,31,53,29,23,24,8,10,548,387,69,74,-0.52,1,2140,2.06
1988679,2021-10-11-07-35,Indian Wells,atp,2. round,hard,2,1.69,0.2,Jenson Brooksby,USA,188,82,20,76,76,42,10,26,7,118,56,81,41,15.98,0,1884,5.18,Alexander Zverev,Germany,198,90,24,4,3,44,12,25,5,391,208,152,80,6.82,0,2089,1.2
1988690,2021-10-11-08-05,Indian Wells,atp,2. round,hard,2,1.72,0.5,Aleksandar Vukic,Australia,188,84,25,202,183,25,21,7,3,205,152,99,75,-0.49,0,1575,2.8,Alex De Minaur,Australia,183,69,22,27,15,21,20,8,9,230,132,108,57,-11.3,0,1774,1.5
1988683,2021-10-11-07-30,Indian Wells,atp,2. round,hard,2,1.73,0.12,Emilio Gomez,Ecuador,185,81,29,174,143,35,26,23,12,356,260,164,100,1.81,0,1518,7.67,Pablo Carreno-Busta,Spain,188,78,30,16,10,35,14,13,7,555,295,152,78,6.58,0,2140,1.12
1988652,2021-10-11-05-20,Indian Wells,wta,3. round,hard,2,1.61,0.25,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,24,17,11,9,488,365,219,165,8.83,0,2140,4.4,Elina Svitolina,Ukraine,174,60,27,7,3,38,18,30,11,456,229,258,111,3.12,2,1978,1.25
1988693,2021-10-11-07-40,Indian Wells,wta,3. round,hard,2,1.53,0.81,Yulia Putintseva,Kazakhstan,163,59,26,43,27,31,22,14,11,345,260,155,136,-0.76,2,1816,2.11,Jelena Ostapenko,Latvia,177,68,24,29,5,28,17,9,8,293,180,79,76,-0.45,1,1866,1.81
1988662,2021-10-11-06-35,Indian Wells,atp,2. round,hard,1,1.4,0.79,Cristian Garin,Chile,185,85,25,17,17,20,16,1,5,334,213,41,40,-5.58,0,1749,1.79,Ernesto Escobedo,USA,185,82,25,178,67,26,22,15,9,260,194,200,132,-0.33,0,1564,2.15
1988681,2021-10-11-06-10,Indian Wells,wta,3. round,hard,1,1.43,0.69,Shelby Rogers,USA,175,70,28,44,40,27,21,18,11,281,223,156,113,1.4,1,1798,1.69,Irina Begu,Romania,181,67,31,61,22,19,14,14,8,463,311,135,124,5.74,0,1777,2.31
1988672,2021-10-11-07-25,Indian Wells,atp,2. round,hard,2,1.21,-1,Felix Auger Aliassime,Canada,193,88,21,11,11,33,20,19,9,220,132,75,52,3.33,2,1890,1.21,Albert Ramos-Vinolas,Spain,188,76,33,48,17,24,24,4,7,685,512,95,104,-1.91,0,1688,5.01
1988713,2021-10-11-06-05,Indian Wells,atp,2. round,hard,2,1.34,-1,Carlos Alcaraz,Spain,185,72,18,38,38,38,16,15,7,106,35,28,9,6.44,0,1922,1.83,Andy Murray,Great Britain,190,83,34,121,1,15,11,4,4,799,261,385,120,-2.92,0,1811,2.1
1988661,2021-10-11-11-00,Indian Wells,atp,2. round,hard,1,1.46,0.63,Karen Khachanov,Russia,198,87,25,29,8,29,20,15,8,317,219,117,75,-3.36,0,1860,1.63,Emil Ruusuvuori,Finland,188,79,22,91,66,29,24,21,11,193,98,82,31,-0.48,0,1755,2.43
1988689,2021-10-11-11-00,Indian Wells,atp,2. round,hard,2,1.58,0.08,Pedro Martinez,Spain,185,76,24,59,59,34,21,4,4,365,195,48,32,4.7,0,1739,9.77,Stefanos Tsitsipas,Greece,193,89,23,3,3,51,15,23,7,373,179,155,86,-0.43,1,2037,1.08
1988692,2021-10-11-11-00,Indian Wells,atp,2. round,hard,2,1.56,0.64,Christopher Eubanks,USA,201,82,25,194,147,25,18,19,11,138,115,107,80,-0.79,0,1581,2.42,Nikoloz Basilashvili,Georgia,185,79,29,36,16,29,24,13,10,436,351,190,152,12.53,1,1755,1.64
1988687,2021-10-11-09-30,Indian Wells,wta,3. round,hard,1,1.66,-1,Aliaksandra Sasnovich,Belarus,174,60,27,100,30,23,19,10,8,345,222,125,85,4.87,0,1725,4.17,Simona Halep,Romania,168,60,30,17,1,17,7,13,4,545,226,240,106,-1.59,1,1975,1.27
1988694,2021-10-11-11-00,Indian Wells,wta,3. round,hard,2,1.64,0.22,Jasmine Paolini,Italy,160,60,25,63,61,31,20,17,12,292,202,79,61,10.97,0,1709,4.91,Jessica Pegula,USA,170,70,27,24,23,37,18,27,11,318,199,172,96,6.94,2,1930,1.22
1988660,2021-10-11-13-30,Indian Wells,atp,2. round,hard,1,1.47,0.36,John Isner,USA,208,108,36,23,8,22,11,17,7,536,333,328,170,10.36,1,1875,1.36,Yoshihito Nishioka,Japan,170,64,26,73,48,16,22,5,10,361,203,195,108,-0.67,1,1742,3.43
1988686,2021-10-11-11-35,Indian Wells,wta,3. round,hard,2,1.59,0.77,Petra Kvitova,Czech Republic,183,70,31,11,2,29,16,16,9,607,262,262,131,-4.51,5,1977,2.18,Viktoria Azarenka,Belarus,180,60,32,32,1,24,8,14,5,570,216,331,113,-2.8,3,1978,1.77
1988716,2021-10-11-13-10,Indian Wells,wta,3. round,hard,1,1.57,-1,Annie Fernandez Leylah,Canada,158,48,19,28,28,22,16,18,9,110,68,69,36,7.07,0,1900,1.82,Anastasia Pavlyuchenkova,Russia,177,72,30,13,13,26,17,12,10,460,314,240,173,3.15,0,1874,2.1
