match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1972014,atp,Cincinnati,hard,round of 16,2,-1,Lorenzo Sonego,Italy,191,76,26,27,25,24,17,7,8,311,192,45,40,3.43,6.00,0,1777,Stefanos Tsitsipas,Greece,193,89,23,3,3,47,13,20,5,369,177,152,84,0.69,1.17,2,2040
1972304,atp,Cincinnati,hard,quarterfinal,2,-1,Benoit Paire,France,196,80,32,50,18,12,26,5,9,542,438,134,125,-5.78,5.18,0,1656,Andrey Rublev,Russia,188,70,23,7,7,40,13,19,6,325,183,119,65,1.19,1.20,2,1995
1972311,atp,Cincinnati,hard,quarterfinal,2,-1,Pablo Carreno-Busta,Spain,188,78,30,13,10,30,11,11,5,550,292,150,76,7.26,3.89,2,1959,Daniil Medvedev,Russia,198,83,25,2,2,40,9,24,3,364,161,146,52,0.16,1.30,4,2099
1971939,atp,Cincinnati,hard,round of 16,1,-1,Felix Auger Aliassime,Canada,193,88,21,17,15,28,17,14,7,215,129,70,50,4.15,2.38,1,1812,Matteo Berrettini,Italy,196,95,25,8,8,33,8,9,3,284,135,109,52,4.24,1.65,2,1961
1972306,wta,Chicago WTA,hard,quarterfinal,2,-1,Zarina Diyas,Kazakhstan,172,62,27,112,31,13,15,7,6,340,236,204,137,-1.4,2.61,0,1737,Ann Li,USA,160,50,21,66,66,15,7,13,3,128,75,86,47,4.54,1.56,2,1803
1972305,wta,Chicago WTA,hard,quarterfinal,2,-1,Vitalia Diatchenko,Russia,180,63,31,146,71,9,9,3,3,346,185,112,70,-0.05,2.79,0,1618,Claire Liu,USA,-,-,21,107,105,37,13,15,7,167,102,90,64,8.84,1.50,1,1618
1972312,wta,Chicago WTA,hard,quarterfinal,1,0.52,Clara Tauson,Denmark,-,-,18,101,90,29,12,9,2,126,39,43,8,0.25,1.52,1,1722,Storm Sanders,Australia,166,59,27,136,134,25,13,10,6,185,156,122,106,12.79,2.72,0,1624
1972317,wta,Chicago WTA,hard,quarterfinal,1,0.68,Emma Raducanu,Great Britain,-,-,18,174,174,12,5,7,2,80,25,43,9,7.96,1.68,1,-,Jule Niemeier,Germany,-,-,22,142,140,37,15,3,3,134,71,8,8,7.33,2.33,0,1598
1971968,wta,Cincinnati WTA,hard,round of 16,2,3.36,Naomi Osaka,Japan,180,69,23,2,1,17,6,15,4,270,147,183,90,-3.22,1.26,0,2121,Belen Teichmann Jil,Switzerland,170,80,24,76,40,16,13,13,7,230,159,61,55,4.64,4.36,1,1750
1972315,wta,Cincinnati WTA,hard,quarterfinal,2,-1,Petra Kvitova,Czech Republic,183,70,31,11,2,24,14,13,8,602,260,259,130,-3.88,1.76,8,1966,Angelique Kerber,Germany,173,68,33,22,1,23,11,8,5,681,356,349,173,9.9,2.19,8,1895
1971999,wta,Cincinnati WTA,hard,round of 16,1,1.38,Paula Badosa,Spain,180,72,23,29,29,33,12,10,5,276,149,99,50,14.36,2.38,2,1872,Elena Rybakina,Kazakhstan,184,73,22,19,17,25,17,13,11,196,93,73,40,-4.04,1.65,1,1899
1971996,wta,Cincinnati WTA,hard,round of 16,2,-1,Karolina Muchova,Czech Republic,180,80,25,23,19,19,8,10,3,251,123,75,35,6.96,2.03,0,1908,Belinda Bencic,Switzerland,175,63,24,12,4,26,14,16,6,331,175,157,85,8.01,1.88,1,1916
1972309,wta,Cincinnati WTA,hard,quarterfinal,2,-1,Barbora Krejcikova,Czech Republic,178,62,25,10,10,39,12,21,8,360,182,73,55,11.27,3.23,0,1954,Ashleigh Barty,Australia,166,62,25,1,1,38,8,17,4,303,107,160,55,6.49,1.40,2,2156
