match_id,time_stamp,title,tour,winner,prediction_roi,round,surface,predict,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1978602,2021-09-10-09-15,"US Open, semifinal, hard",wta,1,0,semifinal,hard,0.0,Annie Fernandez Leylah,Canada,158,48,19,73,66,20,15,16,8,108,67,67,35,4.94,0,-,3.78,Aryna Sabalenka,Belarus,182,80,23,2,2,43,14,23,8,277,135,161,62,1.2,0,2021,1.32
1978764,2021-09-10-11-15,"US Open, semifinal, hard",wta,1,-1,semifinal,hard,1.65,Emma Raducanu,Great Britain,175,-,18,150,150,21,6,16,3,89,26,52,10,12.14,0,1687,2.31,Maria Sakkari,Greece,172,62,26,18,18,31,14,21,9,372,245,182,120,7.11,0,1948,1.69
