match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1985748,2021-09-30-21-25,Sofia,atp,round of 16,indoors,1,1.44,0.81,James Duckworth,Australia,183,82,29,56,56,31,19,7,5,374,230,30,22,18.87,0,-,1.81,Benoit Paire,France,196,80,32,49,18,14,29,1,1,544,441,127,102,-6.3,1,-,2.13
1985832,2021-09-30-23-05,Sofia,atp,round of 16,indoors,2,1.57,0.5,Laslo Djere,Serbia,188,82,26,47,27,23,22,3,1,322,209,22,31,-3.79,2,-,2.81,Filip Krajinovic,Serbia,185,75,29,37,26,16,16,1,1,459,269,69,51,-3.11,7,-,1.50
1985622,2021-10-01-01-05,Sofia,atp,round of 16,indoors,1,1.27,0.25,Jannik Sinner,Italy,188,76,20,14,14,33,19,2,2,154,86,47,17,-5.42,1,-,1.25,Egor Gerasimov,Belarus,196,86,28,112,65,17,24,8,4,388,267,144,87,-8.47,0,-,4.49
1985848,2021-10-01-01-30,Chicago 3 WTA,wta,round of 16,hard,2,1.51,0.39,Veronika Kudermetova,Russia,175,63,24,31,28,30,20,14,11,268,180,130,84,-1.18,0,1849,3.28,Elena Rybakina,Kazakhstan,184,73,22,17,16,30,19,16,12,201,95,76,41,-4.72,2,1895,1.39
1985858,2021-10-01-00-05,Chicago 3 WTA,wta,round of 16,hard,2,1.51,1.09,Jessica Pegula,USA,170,70,27,24,23,36,17,26,10,317,198,171,95,7.57,2,1930,1.83,Ons Jabeur,Tunis,167,66,27,16,16,41,16,18,10,358,202,127,98,3.78,0,1963,2.09
1985625,2021-10-01-02-00,Chicago 3 WTA,wta,round of 16,hard,2,1.51,1.08,Elise Mertens,Belgium,179,67,25,18,12,32,17,20,8,365,194,202,88,-1.35,1,1937,1.84,Danielle Collins,USA,178,64,27,28,23,33,12,21,8,185,115,112,75,5.37,0,2140,2.08
1985906,2021-10-01-04-35,San Diego,atp,round of 16,hard,1,1.57,-1,Cameron Norrie,Great Britain,188,82,26,28,28,42,19,16,10,263,154,171,76,14.65,4,1846,1.60,Daniel Evans,Great Britain,175,75,31,22,22,23,18,11,9,538,323,234,129,9.12,3,1814,2.52
1985883,2021-10-01-03-25,Chicago 3 WTA,wta,round of 16,hard,2,1.53,0.61,Belen Teichmann Jil,Switzerland,170,80,24,38,38,23,16,18,9,237,162,66,57,8.7,0,2140,2.49,Marketa Vondrousova,Czech Republic,172,59,22,41,14,27,17,19,9,203,87,66,36,3.52,0,1853,1.61
1985882,2021-10-01-03-55,Chicago 3 WTA,wta,round of 16,hard,2,0.0,0,Shelby Rogers,USA,175,70,28,43,40,25,20,16,10,279,222,154,112,1.73,0,1798,1.18,Mai Hontama,Japan,-,-,22,200,200,38,12,29,9,140,88,126,77,18.33,0,2140,5.63
1985859,2021-10-01-03-40,Chicago 3 WTA,wta,round of 16,hard,1,0.0,0,Elina Svitolina,Ukraine,174,60,27,6,3,36,17,28,10,454,228,256,110,3.68,0,1978,1.17,Gabriela Ruse Elena,Romania,-,-,23,98,98,28,13,7,3,226,123,32,20,5.68,0,1703,5.99
1985924,2021-10-01-05-15,Chicago 3 WTA,wta,round of 16,hard,2,1.53,0.78,Viktoria Azarenka,Belarus,180,60,32,34,1,23,8,13,5,569,216,330,113,-2.16,2,1972,2.17,Garbine Muguruza,Spain,182,73,27,9,1,35,14,28,9,450,227,228,109,-1.27,3,2002,1.78
1985923,2021-10-01-06-05,San Diego,atp,round of 16,hard,2,0.0,0,Hubert Hurkacz,Poland,196,81,24,12,11,30,16,19,7,269,166,128,59,13.95,1,1858,1.50,Aslan Karatsev,Russia,-,-,28,24,22,30,16,20,7,392,244,140,68,11.89,0,1835,2.80
1985432,2021-10-01-07-00,San Diego,atp,round of 16,hard,1,1.58,-1,Denis Shapovalov,Canada,185,75,22,13,10,24,19,9,9,230,142,95,59,-8.75,3,1833,1.69,Harry Fritz Taylor,USA,193,86,23,39,24,22,17,16,11,257,179,163,96,-0.36,1,1766,2.30
1985839,2021-10-01-05-45,Chicago 3 WTA,wta,round of 16,hard,1,1.33,0.36,Belinda Bencic,Switzerland,175,63,24,12,4,33,18,21,8,338,179,162,87,6.78,3,1927,1.36,Tereza Martincova,Czech Republic,179,64,26,53,53,38,23,19,9,401,299,107,78,1.29,0,1761,3.44
1985620,2021-10-01-07-40,San Diego,atp,round of 16,hard,1,1.61,-1,Lorenzo Sonego,Italy,191,76,26,23,23,26,19,8,9,313,194,46,41,3.31,1,1780,2.26,Sebastian Korda,USA,193,75,21,42,42,29,15,12,6,155,98,51,37,7.54,1,1862,1.72
1985670,2021-10-01-10-40,San Diego,atp,round of 16,hard,2,1.81,0.79,Andy Murray,Great Britain,190,83,34,109,1,14,10,3,3,798,260,384,119,-2.13,0,1801,2.15,Casper Ruud,Norway,183,77,22,10,10,43,12,10,5,258,156,48,39,7.45,0,1907,1.79
1986028,2021-10-01-21-05,Sofia,atp,quarterfinal,indoors,2,1.64,0.57,John Millman,Australia,183,79,32,55,33,18,21,4,3,439,291,54,31,-1.49,0,-,2.59,Marcos Giron,USA,180,77,28,67,64,27,20,6,3,342,202,45,33,9.56,1,-,1.57
1986090,2021-10-01-20-00,Nur-Sultan WTA,wta,semifinal,indoors,2,1.51,0.69,Adina Cristian Jaqueline,Romania,180,-,23,126,126,28,21,11,3,231,158,37,24,5.74,0,-,2.31,Alison Van Uytvanck,Belgium,173,63,27,89,37,17,16,3,1,348,237,121,49,-5.52,0,-,1.69
