match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1969259,atp,Toronto - Masters,hard,1. round,1,Lloyd Harris,RSA,193,80,24,49,49,21,15,15,6,302,146,226,81,8.44,1.28,1,1802,Brayden Schnur,Canada,193,84,26,247,92,18,22,5,8,236,182,129,108,7.05,4.06,0,1473
1968866,atp,Toronto - Masters,hard,1. round,1,Ugo Humbert,France,188,73,23,26,25,19,15,6,4,225,136,95,44,0.15,1.56,1,1869,Lorenzo Sonego,Italy,191,76,26,25,25,22,16,5,7,309,191,43,39,2.44,2.60,0,1788
1969258,atp,Toronto - Masters,hard,1. round,2,Harry Fritz Taylor,USA,193,86,23,40,24,20,15,14,9,255,177,161,94,0.19,1.37,0,1794,James Duckworth,Australia,183,82,29,85,71,20,15,9,5,363,226,207,127,10.52,3.36,2,1631
1968862,atp,Toronto - Masters,hard,1. round,2,Jan-Lennard Struff,Germany,193,92,31,46,29,21,20,6,7,546,383,67,71,2.64,1.86,1,-,Fabio Fognini,Italy,178,79,34,37,9,20,17,10,7,609,454,131,130,0.52,2.05,2,1801
1968864,atp,Toronto - Masters,hard,1. round,1,Marin Cilic,Croatia,198,89,32,39,3,21,13,5,5,652,346,246,134,-0.61,1.35,5,1820,Albert Ramos-Vinolas,Spain,188,76,33,48,17,21,20,1,4,682,508,92,101,-1.83,3.54,3,-
1969253,wta,Montreal,hard,1. round,2,Clara Burel,France,-,-,20,101,98,29,12,5,3,79,49,16,10,3.77,3.72,0,1687,Ons Jabeur,Tunis,167,66,26,22,22,34,13,11,7,351,199,120,95,3.34,1.32,1,1941
1968859,atp,Toronto - Masters,hard,1. round,2,Daniel Evans,Great Britain,175,75,31,27,25,18,15,6,6,533,320,229,126,8.84,2.05,1,1820,Alexander Bublik,Kazakhstan,198,77,24,38,37,27,20,12,8,268,178,115,71,6.74,1.86,3,1783
1968895,wta,Montreal,hard,1. round,1,Paula Badosa,Spain,180,72,23,31,29,30,11,7,4,273,148,96,49,11.55,1.53,1,1872,Viktorija Golubic,Switzerland,169,56,28,47,47,43,15,12,5,414,243,110,69,9.25,2.66,0,1801
1968897,wta,Montreal,hard,1. round,1,Maria Sakkari,Greece,172,62,26,18,18,25,12,15,7,366,243,176,118,5.23,1.22,2,1967,Marie Bouzkova,Czech Republic,180,61,23,74,46,13,15,10,8,260,147,173,75,-8.37,4.75,0,1720
1969252,wta,Montreal,hard,1. round,2,Karolina Muchova,Czech Republic,180,80,24,23,19,17,7,8,2,249,122,73,34,6.63,1.35,0,1908,Oceane Dodin,France,183,59,24,109,46,22,20,5,2,303,185,81,49,-4.61,3.47,1,1619
1969251,wta,Montreal,hard,1. round,2,Tereza Martincova,Czech Republic,179,64,26,61,61,31,18,14,5,394,294,102,74,-1.89,2.34,0,1748,Amanda Anisimova,USA,180,59,19,86,21,12,11,6,3,101,61,59,37,-6.78,1.66,2,1774
1968903,wta,Montreal,hard,1. round,2,Ajla Tomljanovic,Australia,180,67,28,49,39,22,18,6,9,341,259,182,141,1.87,1.43,3,1772,Fiona Ferro,France,170,56,24,84,39,12,13,4,4,240,186,47,39,-1.36,3.05,1,1716
1968902,wta,Montreal,hard,1. round,1,Katerina Siniakova,Czech Republic,174,69,25,55,31,18,13,4,6,302,208,94,83,2.73,2.29,3,1788,Jelena Ostapenko,Latvia,177,68,24,32,5,20,14,6,7,285,177,76,75,-1.58,1.69,0,1868
1968899,wta,Montreal,hard,1. round,1,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,20,11,7,4,484,359,215,160,11.11,1.74,5,-,Alison Riske,USA,175,66,31,37,18,3,9,1,4,382,309,195,172,-4.5,2.20,3,1771
1968904,wta,Montreal,hard,1. round,2,Magda Linette,Poland,171,59,29,44,33,10,12,3,4,410,295,161,122,3.3,1.57,1,1759,Nadia Podoroska,Argentina,170,60,24,38,36,16,13,9,8,314,165,91,56,4.09,2.54,1,1741
