match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1972011,atp,Cincinnati,hard,round of 16,2,0.88,Diego Schwartzman,Argentina,170,64,29,14,8,23,15,10,7,561,322,79,73,-8.14,2.02,4,1858,Casper Ruud,Norway,183,77,22,11,11,39,10,9,3,254,154,47,37,8.51,1.88,2,1907
1971975,atp,Cincinnati,hard,round of 16,1,0.2,Daniil Medvedev,Russia,198,83,25,2,2,39,9,23,3,363,161,145,52,-0.12,1.20,3,2099,Grigor Dimitrov,Bulgaria,191,81,30,21,3,14,13,10,7,508,307,207,127,-2.01,5.31,1,1809
1971767,atp,Cincinnati,hard,2. round,2,-1,Alex De Minaur,Australia,183,69,22,18,15,21,17,8,8,230,129,108,56,-8.3,1.71,0,1807,Gael Monfils,France,193,85,34,22,6,7,12,4,5,607,339,224,131,-3.5,2.27,1,1749
1971775,atp,Cincinnati,hard,2. round,2,-1,Frances Tiafoe,USA,188,86,23,51,29,25,20,12,10,256,187,113,89,1.33,2.30,0,1789,Diego Schwartzman,Argentina,170,64,29,14,8,23,15,10,7,561,322,79,73,-8.14,1.69,2,1858
1971678,atp,Cincinnati,hard,2. round,2,-1,Sebastian Korda,USA,193,75,21,45,45,28,14,11,5,154,97,50,36,8.04,3.72,0,1862,Stefanos Tsitsipas,Greece,193,89,23,3,3,46,13,19,5,368,177,151,84,0.54,1.32,1,2040
1972001,atp,Cincinnati,hard,round of 16,2,-1,John Isner,USA,208,108,36,26,8,22,9,17,6,536,331,328,169,12.31,1.37,1,1882,Benoit Paire,France,196,80,32,50,18,12,25,5,8,542,437,134,124,-4.78,3.38,2,1656
1972007,atp,Cincinnati,hard,round of 16,2,-1,Gael Monfils,France,193,85,34,22,6,7,12,4,5,607,339,224,131,-3.5,3.53,1,1749,Andrey Rublev,Russia,188,70,23,7,7,39,13,18,6,324,183,118,65,1.0,1.35,1,1995
1971950,atp,Cincinnati,hard,round of 16,1,0.91,Pablo Carreno-Busta,Spain,188,78,30,13,10,30,10,11,4,550,291,150,75,8.26,1.91,2,1959,Hubert Hurkacz,Poland,196,81,24,12,11,24,15,17,6,263,165,126,58,12.31,2.00,0,1859
1971994,atp,Cincinnati,hard,round of 16,1,0.07,Alexander Zverev,Germany,198,90,24,5,3,35,11,17,4,382,207,144,79,5.76,1.07,3,2049,Guido Pella,Argentina,183,79,31,93,20,5,14,3,3,499,332,78,78,-3.69,10.67,0,1682
1972010,wta,Cincinnati WTA,hard,round of 16,1,1.18,Petra Kvitova,Czech Republic,183,70,31,12,2,24,13,13,7,602,259,259,129,-2.88,2.18,3,1966,Ons Jabeur,Tunis,167,66,26,22,22,38,15,15,9,355,201,124,97,4.17,1.77,0,1941
1971779,wta,Cincinnati WTA,hard,2. round,1,0.27,Garbine Muguruza,Spain,182,73,27,9,1,31,13,24,8,446,226,224,108,-1.98,1.27,4,2018,Caroline Garcia,France,177,61,27,63,4,22,20,12,10,375,292,169,140,-7.41,4.24,0,1748
1971976,wta,Cincinnati WTA,hard,round of 16,1,0.79,Ashleigh Barty,Australia,166,62,25,1,1,37,8,16,4,302,107,159,55,6.14,1.79,3,2156,Viktoria Azarenka,Belarus,180,60,32,15,1,19,7,9,4,565,215,326,112,-1.74,2.15,1,1960
1971770,wta,Cincinnati WTA,hard,2. round,1,-1,Jessica Pegula,USA,170,70,27,30,25,32,16,22,9,313,197,167,94,7.93,1.81,0,1896,Simona Halep,Romania,168,60,29,13,1,13,6,9,3,541,225,236,105,-2.83,2.13,0,2082
1971771,wta,Cincinnati WTA,hard,2. round,1,1.07,Ons Jabeur,Tunis,167,66,26,22,22,38,15,15,9,355,201,124,97,4.17,2.07,2,1941,Iga Swiatek,Poland,176,65,20,7,7,28,10,12,6,152,43,43,19,-2.48,1.85,1,1971
1971507,wta,Cincinnati WTA,hard,2. round,1,0.42,Karolina Pliskova,Czech Republic,186,72,29,6,1,29,15,15,8,607,328,284,144,2.17,1.42,5,1953,Yulia Putintseva,Kazakhstan,163,59,26,36,27,21,18,9,9,335,256,150,134,-1.21,3.11,1,1828
1972005,wta,Cincinnati WTA,hard,round of 16,1,-1,Barbora Krejcikova,Czech Republic,178,62,25,10,10,39,11,21,7,360,181,73,54,12.27,2.07,1,1954,Garbine Muguruza,Spain,182,73,27,9,1,31,13,24,8,446,226,224,108,-1.98,1.85,1,2018
1972020,wta,Cincinnati WTA,hard,round of 16,1,0.65,Angelique Kerber,Germany,173,68,33,21,1,22,11,7,5,680,356,348,173,8.69,1.65,2,1895,Jelena Ostapenko,Latvia,177,68,24,32,5,22,15,8,8,287,178,78,76,-0.72,2.40,1,1868
1971756,wta,Chicago WTA,hard,round of 16,1,1.31,Vitalia Diatchenko,Russia,180,63,31,149,71,9,8,3,2,346,184,112,69,0.95,2.31,4,1618,Kateryna Kozlova,Ukraine,175,51,27,131,62,15,12,1,1,344,229,145,104,1.35,1.68,0,1652
1972013,wta,Cincinnati WTA,hard,round of 16,1,-1,Karolina Pliskova,Czech Republic,186,72,29,6,1,29,15,15,8,607,328,284,144,2.17,2.05,1,1953,Jessica Pegula,USA,170,70,27,30,25,32,16,22,9,313,197,167,94,7.93,1.86,4,1896
1971688,wta,Chicago WTA,hard,round of 16,1,0.47,Clara Tauson,Denmark,-,-,18,99,90,28,12,8,2,125,39,42,8,-0.22,1.47,1,1722,Hailey Baptiste,USA,-,-,19,181,166,16,13,7,6,92,52,48,29,1.65,2.85,0,1605
1971977,wta,Chicago WTA,hard,round of 16,1,2.26,Jule Niemeier,Germany,-,-,22,150,140,37,14,3,2,134,70,8,7,8.33,3.26,1,1598,Amanda Anisimova,USA,180,59,19,86,21,14,13,8,5,103,63,61,39,-8.13,1.38,0,1774
1971776,wta,Cincinnati WTA,hard,2. round,2,-1,Dayana Yastremska,Ukraine,175,67,21,50,21,3,5,1,4,152,90,61,40,-2.26,4.30,0,1792,Barbora Krejcikova,Czech Republic,178,62,25,10,10,39,11,21,7,360,181,73,54,12.27,1.26,1,1954
1971761,wta,Chicago WTA,hard,round of 16,1,0.79,Emma Raducanu,Great Britain,-,-,18,184,179,11,5,6,2,79,25,42,9,7.35,1.79,1,-,Clara Burel,France,-,-,20,101,98,30,13,6,4,80,50,17,11,3.05,2.13,0,1687
