match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1965911,atp,Atlanta,hard,semifinal,1,,Brandon Nakashima,USA,185,77,19,115,115,29,16,12,4,110,58,69,32,0.43,2.06,1,1722,Emil Ruusuvuori,Finland,188,79,22,78,74,17,17,12,6,181,91,73,26,-0.17,1.86,0,1702
1965778,atp,Atlanta,hard,quarterfinal,2,,Christopher O'Connell,Australia,183,78,27,132,111,16,12,9,6,282,166,116,81,4.99,2.90,0,1632,John Isner,USA,208,108,36,35,8,14,7,9,4,528,329,320,167,7.38,1.47,1,1818
1965810,atp,Olympics - Tokyo,hard,-,1,,Pablo Carreno-Busta,Spain,188,78,30,11,10,28,10,9,4,548,291,148,75,7.09,6.01,2,-,Novak Djokovic,Serbia,187,80,34,1,1,39,5,14,2,1113,237,524,97,3.38,1.17,4,2143
1965909,atp,Washington,hard,1. round,2,,Elahi Galan Daniel,Colombia,191,72,25,113,103,23,20,4,4,276,215,77,66,-0.3,3.03,0,-,Tommy Paul,USA,185,82,24,56,50,14,14,3,6,285,172,140,92,-4.3,1.42,3,1765
1965938,atp,San Jose WTA,hard,1. round,1,,Donna Vekic,Croatia,179,64,25,47,19,9,8,5,4,296,220,174,111,4.03,1.77,4,1771,Yulia Putintseva,Kazakhstan,163,59,26,35,27,18,15,6,6,332,253,147,131,-1.06,2.14,1,1815
1966341,atp,Cluj Napoca WTA,clay,1. round,2,,Viktoriya Tomova,Bulgaria,170,58,26,117,104,17,23,10,11,400,264,229,147,-12.42,-,0,1510,Mihaela Buzarnescu,Romania,175,59,33,168,20,16,13,9,4,472,270,257,128,-0.6,-,3,1608
1965904,atp,Washington,hard,1. round,1,,Kei Nishikori,Japan,178,73,31,69,4,18,14,7,6,567,258,280,130,4.02,1.47,6,1831,Sam Querrey,USA,198,95,33,70,11,9,13,2,6,492,377,277,210,-4.12,2.84,4,1732
1965851,wta,Charleston 3,clay,semifinal,2,,Kateryna Bondarenko,Ukraine,175,60,34,220,29,14,11,8,8,468,351,135,108,-0.01,1.74,1,1501,Jamie Loeb,USA,168,61,26,228,132,18,15,15,10,226,185,60,51,-0.48,2.23,1,1319
1966368,atp,San Jose WTA,hard,1. round,1,,Alison Riske,USA,175,66,31,36,18,2,7,0,2,381,307,194,170,-3.28,-,4,1789,Coco Vandeweghe,USA,185,70,29,148,9,9,9,0,3,322,260,205,177,-2.54,-,7,1690
1965905,atp,Washington,hard,1. round,2,,Ilya Ivashka,Belarus,193,84,27,66,63,26,14,3,3,316,199,166,95,3.45,1.38,3,1782,Egor Gerasimov,Belarus,196,86,28,79,65,12,19,4,5,383,262,152,92,-6.91,3.21,3,1687
1965871,wta,Charleston 3,clay,semifinal,1,,Varvara Lepchenko,USA,180,70,35,154,19,22,11,10,5,622,452,165,112,2.38,2.01,4,1610,Lauren Davis,USA,157,55,27,95,26,15,15,6,5,318,225,75,46,-3.23,1.90,4,1665
1965702,wta,Olympics - Tokyo,hard,final,2,,Marketa Vondrousova,Czech Republic,172,59,22,41,14,19,13,14,6,195,83,61,33,4.32,1.80,1,1804,Belinda Bencic,Switzerland,175,63,24,12,4,23,14,13,6,328,175,154,85,5.6,2.13,2,1849
1965701,wta,Olympics - Tokyo,hard,-,1,,Elina Svitolina,Ukraine,174,60,26,6,3,26,14,18,7,444,225,246,107,3.31,2.29,2,1956,Elena Rybakina,Kazakhstan,184,73,22,20,17,22,14,10,8,193,90,70,37,-2.19,1.70,1,1895
