match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1968626,wta,San Jose WTA,hard,semifinal,2,,Ana Konjuh,Croatia,174,65,23,116,20,34,17,12,5,204,123,67,48,6.52,2.83,0,1758,Danielle Collins,USA,178,64,27,36,23,26,9,14,5,178,112,105,72,5.98,1.49,1,-
1968933,wta,Montreal,hard,Qualification - round of 16,1,,Caroline Garcia,France,177,61,27,68,4,19,18,9,8,372,290,166,138,-7.61,1.23,1,1751,Kristie Ahn,USA,-,-,29,138,87,6,14,2,4,242,180,180,121,-6.13,4.30,0,1535
1968932,wta,Montreal,hard,Qualification - round of 16,2,,Ann Li,USA,160,50,21,69,67,12,7,10,3,125,75,83,47,3.34,1.49,0,1803,Oceane Dodin,France,183,59,24,106,46,21,20,4,2,302,185,80,49,-7.02,2.67,1,1619
1968949,atp,Toronto - Masters,hard,Qualification - round of 16,1,,Yoshihito Nishioka,Japan,170,64,25,56,48,13,19,2,7,358,200,192,105,0.41,1.56,3,1741,Feliciano Lopez,Spain,188,88,39,92,12,12,18,5,7,613,563,260,232,-6.12,2.45,1,1679
1968931,wta,Montreal,hard,Qualification - round of 16,1,,Clara Burel,France,-,-,20,98,98,29,11,5,2,79,48,16,9,4.77,1.70,1,1687,Heather Watson,Great Britain,170,64,29,64,38,7,14,3,7,366,281,177,147,-6.9,2.18,0,1637
1968944,wta,Montreal,hard,Qualification - round of 16,2,,Jule Niemeier,Germany,-,-,21,148,140,35,14,1,2,132,70,6,7,5.04,2.15,0,1598,Alison Van Uytvanck,Belgium,173,63,27,61,37,13,11,6,3,344,232,90,83,-1.78,1.71,1,1751
1968890,wta,Montreal,hard,Qualification - round of 16,2,,Kamilla Rakhimova,Russia,-,-,19,136,128,20,16,5,5,110,57,38,18,-1.02,4.43,0,1547,Amanda Anisimova,USA,180,59,19,84,21,11,11,5,3,100,61,58,37,-7.43,1.22,1,1793
1968889,wta,Montreal,hard,Qualification - round of 16,1,,Tereza Martincova,Czech Republic,179,64,26,62,62,31,17,14,4,394,293,102,73,-0.89,1.40,1,1748,Polona Hercog,Slovenia,185,70,30,85,35,10,14,2,5,454,304,114,134,-5.94,3.01,0,1711
1968891,wta,Montreal,hard,Qualification - round of 16,1,,Harriet Dart,Great Britain,172,58,25,169,121,15,15,6,6,249,179,138,92,-1.98,2.11,2,1558,Christina McHale,USA,170,62,29,101,24,7,19,2,8,382,330,241,201,-9.74,1.75,0,-
1968899,atp,Montreal,hard,1. round,1,,Alison Riske,USA,175,66,31,37,18,3,8,1,3,382,308,195,171,-3.5,2.24,3,1774,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,19,11,6,4,483,359,214,160,10.41,1.70,4,-
