match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1968179,wta,Concord WTA,hard,quarterfinal,2,Cristina Bucsa,Spain,180,63,23,166,154,24,19,6,5,228,133,67,33,1.46,2.53,0,1504,Madison Brengle,USA,174,60,31,78,35,18,15,7,5,514,383,314,206,1.08,1.59,1,1666
1968397,wta,San Jose WTA,hard,quarterfinal,1,Elise Mertens,Belgium,179,67,25,17,12,26,12,15,4,359,189,197,84,0.75,1.46,2,1979,Yulia Putintseva,Kazakhstan,163,59,26,35,27,20,16,8,7,334,254,149,132,0.11,2.96,1,1815
1968029,wta,San Jose WTA,hard,round of 16,2,A. Stephens Sloane,USA,170,61,28,67,3,15,13,2,6,329,230,178,139,3.37,2.64,0,-,Danielle Collins,USA,178,64,27,36,23,24,9,12,5,176,112,103,72,4.4,1.55,1,-
1968306,wta,Cluj-Napoca WTA,clay,quarterfinal,2,Kristina Kucova,Slovakia,163,59,31,118,71,26,18,19,11,441,329,267,154,0.56,2.11,1,1597,Mayar Sherif,Egypt,-,-,25,119,114,20,15,13,7,179,79,106,38,-3.36,1.82,4,1551
1968389,wta,Concord WTA,hard,quarterfinal,1,Renata Zarazua,Mexico,160,55,23,137,131,17,15,11,7,286,185,117,81,1.52,3.22,1,1491,Su-Wei Hsieh,Taipei (CHN),169,57,35,75,23,8,11,7,4,494,341,339,211,2.27,1.40,0,-
1967959,wta,San Jose WTA,hard,round of 16,1,Elena Rybakina,Kazakhstan,184,73,22,20,17,23,14,11,8,194,90,71,37,-1.92,1.31,2,1895,Claire Liu,USA,-,-,21,108,106,34,13,12,7,164,102,87,64,7.31,3.87,0,1595
1968332,wta,Cluj-Napoca WTA,clay,quarterfinal,1,Mihaela Buzarnescu,Romania,175,59,33,170,20,19,13,12,4,475,270,260,128,0.91,1.58,3,1608,Kristyna Pliskova,Czech Republic,184,73,29,123,35,10,15,6,8,461,373,141,129,-9.26,2.54,0,1627
1968195,wta,Cluj-Napoca WTA,clay,quarterfinal,2,Anna Schmiedlova Karolina,Slovakia,-,-,26,99,26,30,17,20,10,348,228,183,89,2.24,1.67,2,-,Alexandra Krunic,Serbia,163,53,28,268,39,20,10,16,6,341,248,160,96,2.99,2.36,3,-
1968393,wta,Concord WTA,hard,quarterfinal,2,Mariam Bolkvadze,Georgia,-,-,23,176,152,22,16,20,8,236,146,149,79,0.05,4.73,0,1509,Vera Zvonareva,Russia,172,59,36,86,2,22,11,7,4,557,282,298,145,1.24,1.23,2,1808
1968221,wta,San Jose WTA,hard,quarterfinal,1,Darya Kasatkina,Russia,170,62,24,31,10,29,12,12,4,256,140,97,70,6.55,1.75,1,1901,Magda Linette,Poland,171,59,29,45,33,10,11,3,3,410,294,161,121,4.3,2.22,1,1752
1968224,atp,Washington,hard,round of 16,2,Rafael Nadal,Spain,185,85,35,3,1,25,5,6,2,1134,238,455,122,-0.48,1.25,0,2086,Lloyd Harris,RSA,193,80,24,50,50,20,14,14,5,301,145,225,80,9.2,4.50,1,1807
1968395,atp,Washington,hard,quarterfinal,2,John Millman,Australia,183,79,32,43,33,13,18,4,6,434,288,256,153,-2.52,3.11,1,1714,Jenson Brooksby,USA,188,82,20,130,126,38,7,22,4,114,53,77,38,16.8,1.42,1,1824
1968388,atp,Washington,hard,quarterfinal,2,Steve Johnson,USA,188,86,31,81,21,9,11,6,6,344,262,218,154,3.21,3.80,0,1682,Jannik Sinner,Italy,188,76,19,24,17,27,16,15,6,148,83,42,26,-4.13,1.31,2,1910
1968222,atp,Washington,hard,round of 16,1,Mackenzie McDonald,USA,178,73,26,107,57,35,17,10,7,240,166,159,105,6.68,2.34,1,1705,Ilya Ivashka,Belarus,193,84,27,65,63,28,15,5,4,318,200,168,96,3.52,1.68,2,1782
