match_id,time_stamp,title,tour,winner,prediction_roi,predict,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1977950,2021-09-08-02-10,"US Open, quarterfinal, hard",atp,2,0,0.0,Van De Zandschulp,Netherlands,188,83,25,117,117,45,19,15,3,266,134,26,10,13.7,0,-,21.81,Daniil Medvedev,Russia,198,83,25,2,2,44,10,28,4,368,162,150,53,-0.75,0,2099,1.02
1977951,2021-09-08-04-15,"US Open, quarterfinal, hard",wta,2,-1,1.37,Elina Svitolina,Ukraine,174,60,26,5,3,35,16,27,9,453,227,255,109,4.16,1,1962,1.36,Annie Fernandez Leylah,Canada,158,48,19,73,66,19,15,15,8,107,67,66,35,2.68,0,1738,3.44
1978428,2021-09-08-19-30,"Karlsruhe, 1. round, clay",wta,2,0,0.0,Yana Morderger,Germany,-,-,24,404,387,21,18,21,17,239,226,165,157,1.45,0,-,4.96,Astra Sharma,Australia,178,80,25,114,85,20,17,10,6,161,96,50,22,2.58,0,1603,1.2
1978429,2021-09-08-19-30,"Karlsruhe, 1. round, clay",wta,1,0,0.0,Grace Min,USA,163,64,27,165,97,18,15,9,8,343,250,156,81,0.57,1,1487,1.59,Giulia Gatto-Monticone,Italy,167,66,33,200,148,17,20,10,10,608,427,353,271,-9.68,0,-,2.47
1977956,2021-09-08-11-00,"US Open, quarterfinal, hard",atp,1,-1,1.53,Felix Auger Aliassime,Canada,193,88,21,15,15,32,18,18,8,219,130,74,51,4.86,0,1812,1.47,Carlos Alcaraz,Spain,185,72,18,55,54,38,15,15,6,106,34,28,8,7.42,0,1765,2.91
1977994,2021-09-08-09-20,"US Open, quarterfinal, hard",wta,2,-1,1.32,Barbora Krejcikova,Czech Republic,178,62,25,9,9,43,12,25,8,364,182,77,55,12.38,0,1954,2.72,Aryna Sabalenka,Belarus,182,80,23,2,2,42,14,22,8,276,135,160,62,0.7,1,2039,1.52
1978427,2021-09-08-18-00,"Karlsruhe, 1. round, clay",wta,1,0,0.0,Mariana Schunk Nastasja,Germany,-,-,18,439,434,29,11,27,6,56,30,45,18,6.52,1,-,1.23,Katharina Hobgarski,Germany,171,56,24,305,193,15,8,12,6,236,131,189,91,-0.13,0,-,4.54
1978113,2021-09-08-18-00,"Karlsruhe, 1. round, clay",wta,2,0,0.0,Anastasia Gasanova,Russia,-,-,22,166,164,20,17,6,5,181,106,56,28,5.57,0,1503,3.38,Martina Trevisan,Italy,-,-,27,106,83,9,21,7,9,255,147,209,96,-14.0,0,1547,1.35
1978112,2021-09-08-18-00,"Karlsruhe, 1. round, clay",wta,2,0,0.0,Ekaterine Gorgodze,Georgia,-,-,29,163,144,27,19,23,9,498,345,368,217,-0.28,0,1556,2.14,Dalma Galfi,Hungary,178,68,23,152,136,23,18,19,12,223,149,100,69,-1.71,0,1543,1.77
