match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1966459,wta,Concord WTA,hard,Qualification - round of 16,1,Mariam Bolkvadze,Georgia,-,-,23,173,152,19,15,17,7,233,145,146,78,-2.46,1.11,1,1509,Peangthan Pliphuech,Thailand,169,64,28,316,175,3,5,3,3,306,259,261,201,-2.11,6.56,0,-
1966347,atp,Washington,hard,Qualification - round of 16,2,Liam Broady,Great Britain,183,78,27,143,137,28,16,14,6,423,299,202,122,8.48,1.79,1,1604,Emilio Gomez,Ecuador,185,81,29,165,143,29,21,18,9,350,255,159,97,2.43,2.05,1,1524
1966444,atp,Washington,hard,Qualification - round of 16,1,Elias Ymer,Sweden,183,79,25,168,105,26,17,6,4,291,218,48,53,4.88,2.08,1,1579,John Wolf Jeffrey,USA,183,79,22,151,120,1,3,1,3,79,50,42,29,-1.51,1.76,0,-
1966458,wta,Concord WTA,hard,Qualification - round of 16,1,Robin Anderson,USA,-,-,28,203,159,13,11,12,6,200,137,128,75,0.19,1.52,1,1435,Catherine Harrison,USA,-,-,27,317,256,14,16,12,9,140,103,102,69,-2.91,2.53,1,-
1965952,wta,San Jose WTA,hard,Qualification - round of 16,1,Robin Montgomery,USA,-,-,17,371,349,7,7,7,6,24,16,20,11,-3.86,1.61,1,-,Arina Rodionova,Australia,168,60,31,153,116,13,15,0,6,471,405,287,225,8.2,2.35,0,1491
1966019,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Irina Fetecau,Romania,-,-,25,251,237,22,15,13,9,251,160,225,140,4.92,1.25,2,1254,Katerina Stewart,USA,-,-,24,302,158,2,13,2,10,228,134,168,86,-9.15,4.09,0,-
1965951,wta,San Jose WTA,hard,Qualification - round of 16,2,Eri Hozumi,Japan,168,62,27,338,144,18,13,16,9,279,240,180,164,1.84,7.57,0,-,Ana Konjuh,Croatia,174,65,23,115,20,31,16,9,4,201,122,64,47,5.73,1.09,1,1758
1966457,wta,Concord WTA,hard,Qualification - round of 16,1,Sophie Chang,USA,-,-,24,394,274,26,11,9,4,207,184,79,85,3.55,3.27,1,-,Mona Barthel,Germany,185,69,31,210,23,8,17,3,7,416,301,134,109,-9.12,1.34,0,1570
1966450,wta,San Jose WTA,hard,Qualification - quarterfinal,2,Ellen Perez,Australia,169,64,25,199,162,13,13,7,6,168,136,102,88,4.64,1.45,0,1478,Emina Bektas,USA,-,-,28,351,234,16,12,13,9,144,112,113,75,5.57,2.78,1,-
1966460,wta,Concord WTA,hard,Qualification - round of 16,1,Victoria Hu,USA,-,-,19,1046,1043,14,7,7,4,34,33,8,10,-0.68,2.67,1,-,Whitney Osuigwe,USA,-,-,19,237,105,4,17,3,5,88,78,39,43,-12.96,1.47,0,1352
1966462,wta,Concord WTA,hard,Qualification - round of 16,2,Brittany Collens,USA,-,-,26,1327,1145,0,2,0,2,23,56,12,37,-1,11.51,0,-,Samantha Murray,Great Britain,178,68,33,244,165,1,7,1,1,278,213,147,101,-6.96,1.04,1,-
1966449,wta,San Jose WTA,hard,Qualification - quarterfinal,2,Ashlyn Krueger,USA,-,-,17,734,724,11,9,6,7,25,22,19,15,2.86,2.06,0,-,Na-Lae Han,South Korea,165,58,29,266,149,16,21,12,9,346,236,314,193,-12.8,1.78,1,-
1966359,wta,San Jose WTA,hard,Qualification - quarterfinal,1,Lesley Pattinama Kerkhove,Netherlands,172,55,29,157,149,22,19,12,8,456,317,154,79,0.02,2.67,1,-,Anastasia Potapova,Russia,175,57,20,86,64,13,15,8,8,117,80,55,41,-4.35,1.49,0,1728
1966464,wta,Concord WTA,hard,Qualification - round of 16,1,Shuo Liang En,Taipei (CHN),-,-,20,247,150,15,17,10,8,80,65,63,44,0.74,1.10,1,-,Chieh-Yu Hsu,Taipei (CHN),-,-,29,545,224,1,3,1,3,369,345,260,223,-2.0,6.86,0,-
1966010,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Alexandra Krunic,Serbia,163,53,28,246,39,16,10,12,6,337,248,156,96,-0.31,1.68,2,-,Anna Bondar,Hungary,-,-,24,231,177,34,19,25,12,275,136,211,96,-0.47,2.22,0,1500
1966463,wta,Concord WTA,hard,Qualification - round of 16,1,Alexa Glatch,USA,183,66,31,301,102,5,6,1,1,320,246,190,143,0.6,2.67,2,-,Kateryna Bondarenko,Ukraine,175,60,34,220,29,14,12,5,3,468,352,252,180,-1.01,1.47,1,1567
1966016,wta,Cluj Napoca WTA,clay,Qualification - 1. round,2,Dalina Amariei Ilinca,Romania,-,-,19,1001,989,10,10,10,10,31,24,31,24,-4.49,14.05,0,-,Gabriela Talaba,Romania,-,-,25,211,205,10,13,6,8,215,150,162,105,-4.71,1.02,1,1361
1966008,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Panna Udvardy,Hungary,-,-,22,181,181,43,17,35,11,215,150,167,110,1.41,1.23,1,1490,Martina Di Giuseppe,Italy,-,-,30,296,149,9,21,9,14,377,303,313,234,-8.88,4.30,0,1375
1966009,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Sofia Sanchez Ana,Mexico,-,-,27,263,248,24,18,5,8,354,269,166,136,0.92,2.30,1,-,Ulrikke Eikeri,Norway,-,-,28,292,206,11,18,9,12,404,245,245,145,-5.37,1.63,1,1315
1966011,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Bianca Bulgaru Miriam,Romania,-,-,22,380,343,19,13,13,9,183,116,161,92,4.45,2.32,1,-,Daniela Seguel,Chile,-,-,28,224,162,8,15,7,11,362,243,310,187,-5.52,1.62,0,1380
1966014,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Jana Fett,Croatia,168,65,24,202,97,16,16,7,8,252,168,83,56,-5.39,1.20,2,1447,Tena Lukas,Croatia,-,-,26,274,241,2,18,2,13,335,239,293,184,-12.04,4.69,1,-
1966017,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Alexandra Dulgheru,Romania,172,61,32,376,26,14,11,14,10,401,263,254,122,0.89,1.41,1,1611,Marie Benoit,Belgium,-,-,26,242,228,13,20,5,13,347,236,244,168,-11.94,2.94,0,1375
1966013,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Lucrezia Stefanini,Italy,-,-,23,252,252,31,14,9,4,210,156,135,114,2.59,2.11,1,1371,Alexandra Cadantu,Romania,170,56,31,265,59,11,6,11,6,461,334,382,227,6.46,1.74,0,1486
1966018,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Seone Mendez,Australia,-,-,22,272,264,22,12,19,9,206,122,170,79,-1.07,1.70,1,1357,Isabella Shinikova,Bulgaria,184,56,29,221,133,9,16,3,9,517,326,305,193,-2.97,2.17,1,1386
1966417,atp,Washington,hard,Qualification - round of 16,1,Ramkumar Ramanathan,India,188,80,26,207,111,27,17,12,5,406,311,237,158,7.89,2.74,4,1526,Sebastian Ofner,Austria,191,81,25,162,126,25,21,3,4,282,205,94,52,-1.87,1.47,2,1570
1966012,wta,Cluj Napoca WTA,clay,Qualification - 1. round,1,Paula Ormaechea,Argentina,170,57,28,213,59,25,13,25,13,389,243,312,160,2.27,1.93,1,1560,Valentini Grammatikopoulou,Greece,164,58,24,267,158,24,20,14,11,340,221,152,103,-3.31,1.88,0,1431
