match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win
2034756,2022-02-11-21-10,Rotterdam,atp,quarterfinal,indoors,2,2,1.06,Lorenzo Musetti,Italy,185,75,19,63,57,3,3,2,0,120,82,31,22,3.59,0,-,1.85,4,Jiri Lehecka,Czech Republic,183,80,20,137,137,9,4,4,2,134,68,32,16,7.61,0,-,2.06,7
2034578,2022-02-11-20-50,Saint Petersburg WTA,wta,quarterfinal,indoors,1,2,-1,Maria Sakkari,Greece,172,62,26,7,6,6,2,2,0,385,253,18,16,0.54,4,-,1.53,7,Elise Mertens,Belgium,179,67,26,26,12,6,2,2,0,372,199,44,28,1.01,4,-,2.7,6
2034966,2022-02-12-03-35,Rotterdam,atp,quarterfinal,indoors,2,2,0.52,Cameron Norrie,Great Britain,188,82,26,13,12,2,4,2,0,279,164,42,35,-1.39,0,-,2.74,4,Felix Auger Aliassime,Canada,193,88,21,9,9,9,3,2,0,234,139,39,26,6.1,3,-,1.52,8
2034666,2022-02-12-03-30,Buenos Aires,atp,quarterfinal,clay,1,1,0.25,Casper Ruud,Norway,183,77,23,8,8,3,1,1,0,275,162,169,86,0.54,1,1995,1.25,7,Federico Coria,Argentina,180,73,29,65,61,2,2,2,1,528,324,516,293,0.23,2,1676,4.46,7
2034974,2022-02-12-01-40,Buenos Aires,atp,quarterfinal,clay,2,1,-1,Fabio Fognini,Italy,178,79,34,40,9,2,2,1,0,613,463,394,235,1.02,5,1780,1.85,3,Federico Delbonis,Argentina,193,90,31,42,33,4,4,2,1,532,362,444,229,-1.27,4,1720,2.07,4
2035002,2022-02-12-03-05,Dallas,atp,quarterfinal,indoors,1,2,-1,Jenson Brooksby,USA,188,82,21,54,54,4,1,4,1,129,59,24,8,0.83,1,-,1.41,8,Jordan Thompson,Australia,183,82,27,83,43,4,3,2,0,366,242,29,19,2.92,0,-,3.16,6
2034580,2022-02-12-02-00,Saint Petersburg WTA,wta,quarterfinal,indoors,2,1,-1,Belinda Bencic,Switzerland,175,63,24,24,4,5,2,2,0,347,184,54,25,0.42,0,-,2.78,6,Anett Kontaveit,Estonia,174,65,26,9,7,6,2,2,0,387,187,72,27,0.41,2,-,1.51,7
2035000,2022-02-12-06-10,Rotterdam,atp,quarterfinal,indoors,2,1,-1,Marton Fucsovics,Hungary,188,82,30,38,31,3,3,2,0,425,306,119,87,1.25,3,-,4.58,4,Andrey Rublev,Russia,188,70,24,7,5,4,1,2,0,344,194,98,55,0.45,4,-,1.24,9
2034674,2022-02-12-06-30,Buenos Aires,atp,quarterfinal,clay,2,1,-1,Fernando Verdasco,Spain,188,90,38,201,7,5,3,5,3,703,508,288,180,3.5,1,1635,3.73,5,Lorenzo Sonego,Italy,191,76,26,22,21,6,3,2,1,323,202,204,110,0.98,1,1824,1.32,6
2034678,2022-02-12-04-40,Dallas,atp,quarterfinal,indoors,2,1,-1,Harry Fritz Taylor,USA,193,86,24,19,19,6,2,1,0,277,191,40,31,2.79,4,-,1.21,7,Marcos Giron,USA,180,77,28,70,56,2,3,2,0,356,210,52,36,-0.83,0,-,5.08,7
