match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1967960,atp,Washington,hard,2. round,1,Mackenzie McDonald,USA,178,73,26,107,57,35,17,10,7,240,166,159,105,6.68,1.50,1,1705,Benoit Paire,France,196,80,32,49,18,8,24,1,7,538,436,130,123,-12.02,2.79,1,1651
1968220,atp,Washington,hard,round of 16,2,Cameron Norrie,Great Britain,188,82,25,29,29,41,16,15,7,262,151,170,73,17.1,1.96,0,1901,Kei Nishikori,Japan,178,73,31,67,4,21,14,10,6,570,258,283,130,6.05,1.94,2,1831
1968215,atp,Washington,hard,round of 16,1,John Millman,Australia,183,79,32,43,33,13,17,4,5,434,287,256,152,-1.52,2.41,3,1714,Reilly Opelka,USA,211,102,23,36,31,10,14,4,7,188,146,84,72,-3.06,1.64,0,1757
1968210,atp,Washington,hard,round of 16,2,Brandon Nakashima,USA,185,77,20,89,89,31,18,14,6,112,60,71,34,-0.14,1.45,0,1722,Denis Kudla,USA,180,79,28,103,53,29,18,12,6,439,318,193,151,4.3,2.97,1,1674
1968211,atp,Washington,hard,round of 16,2,Ricardas Berankis,Lithuania,175,77,31,86,50,13,14,6,5,541,342,230,148,-2.34,2.23,2,1715,Steve Johnson,USA,188,86,31,81,21,9,10,6,5,344,261,218,153,4.21,1.74,1,1682
1968218,atp,Washington,hard,round of 16,2,Sebastian Korda,USA,193,75,21,45,45,27,13,10,4,153,96,49,35,8.85,2.11,0,1864,Jannik Sinner,Italy,188,76,19,24,17,26,16,14,6,147,83,41,26,-4.43,1.81,1,1910
1967309,atp,Washington,hard,2. round,1,Rafael Nadal,Spain,185,85,35,3,1,25,4,6,1,1134,237,455,121,0.52,1.14,6,2086,Jack Sock,USA,191,88,28,192,8,16,11,10,5,297,229,150,128,-0.74,6.78,0,1674
1967974,atp,Washington,hard,round of 16,2,Felix Auger Aliassime,Canada,193,88,20,15,15,25,16,11,6,212,128,67,49,1.98,1.62,0,1864,Jenson Brooksby,USA,188,82,20,130,126,37,7,21,4,113,53,76,38,16.4,2.45,1,1824
1967787,wta,San Jose WTA,hard,round of 16,2,Kristina Mladenovic,France,184,60,28,60,10,16,21,4,8,384,334,138,163,-3.24,5.96,3,1736,Elise Mertens,Belgium,179,67,25,17,12,25,12,14,4,358,189,196,84,0.33,1.17,3,1979
1967956,wta,Concord WTA,hard,round of 16,1,Renata Zarazua,Mexico,160,55,23,137,131,16,15,10,7,285,185,116,81,-0.62,1.76,3,1491,Grace Min,USA,163,64,27,167,97,17,13,8,4,342,248,168,142,1.51,2.17,1,1496
