match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1967948,wta,Concord WTA,hard,round of 16,1,Vera Zvonareva,Russia,172,59,36,86,2,21,11,6,4,556,282,297,145,1.04,1.47,2,1808,Varvara Lepchenko,USA,180,70,35,126,19,24,12,11,5,624,453,392,262,1.89,2.89,0,1609
1967385,wta,Cluj-Napoca WTA,clay,round of 16,2,Lara Arruabarrena-Vecino,Spain,166,58,29,198,52,16,14,15,10,413,308,279,154,-5.12,3.45,1,-,Mihaela Buzarnescu,Romania,175,59,33,170,20,18,13,11,4,474,270,259,128,0.34,1.36,4,1608
1967554,wta,Cluj-Napoca WTA,clay,round of 16,1,Mayar Sherif,Egypt,-,-,25,119,114,19,15,12,7,178,79,105,38,-4.12,1.24,1,1551,Alexandra Eala,Philippines,-,-,16,639,624,16,10,4,3,21,14,8,6,2.04,4.52,0,-
1967788,wta,Concord WTA,hard,round of 16,2,Storm Sanders,Australia,166,59,26,139,134,23,12,8,5,183,155,120,105,12.65,1.71,0,1636,Magdalena Frech,Poland,-,-,23,153,115,19,13,2,1,313,195,93,58,-2.95,2.25,1,1590
1967680,wta,Concord WTA,hard,round of 16,1,Katrina Scott,USA,-,-,17,372,372,9,10,8,5,24,19,22,12,-0.16,1.81,1,-,Caroline Dolehide,USA,178,75,22,171,102,6,15,4,7,187,130,107,71,-9.86,2.09,0,1474
1967540,wta,Cluj-Napoca WTA,clay,round of 16,1,Kristyna Pliskova,Czech Republic,184,73,29,123,35,10,14,6,7,461,372,141,128,-8.26,1.52,3,1627,Katarzyna Kawa,Poland,-,-,28,182,112,5,14,3,7,356,259,247,167,-5.37,2.73,0,1480
1967525,wta,Cluj-Napoca WTA,clay,round of 16,1,Kristina Kucova,Slovakia,163,59,31,118,71,26,17,19,10,441,328,267,153,1.56,1.81,2,1597,Maria Bara Irina,Romania,164,80,26,120,112,26,16,26,11,341,222,301,166,-4.18,2.12,0,-
1967306,wta,San Jose WTA,hard,round of 16,1,Ana Konjuh,Croatia,174,65,23,116,20,33,16,11,4,203,122,66,47,6.86,1.43,2,1758,Alison Riske,USA,175,66,31,37,18,3,8,1,3,382,308,195,171,-3.5,3.06,1,1789
1967310,wta,San Jose WTA,hard,round of 16,2,Madison Keys,USA,178,66,26,26,7,10,10,2,4,307,168,183,102,-1.47,1.53,2,1902,Shuai Zhang,China,177,66,32,51,23,12,14,2,2,517,357,373,224,-2.62,2.71,5,1762
1967961,wta,San Jose WTA,hard,round of 16,2,Ajla Tomljanovic,Australia,180,67,28,50,39,22,17,6,8,341,258,182,140,2.87,2.15,1,1775,Yulia Putintseva,Kazakhstan,163,59,26,35,27,20,15,8,6,334,253,149,131,1.11,1.79,3,1815
