match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1965905,atp,Washington,hard,1. round,2,,Egor Gerasimov,Belarus,196,86,28,78,65,12,20,4,6,383,263,152,93,-7.91,2.89,3,1687,Ilya Ivashka,Belarus,193,84,27,65,63,27,14,4,3,317,199,167,95,3.89,1.47,4,1782
1966822,wta,San Jose WTA,hard,1. round,1,,Ana Konjuh,Croatia,174,65,23,116,20,32,16,10,4,202,122,65,47,6.42,1.70,1,1758,Marie Bouzkova,Czech Republic,180,61,23,52,46,13,14,10,7,260,146,173,74,-7.37,2.26,0,1734
1965909,atp,Washington,hard,1. round,1,,Elahi Galan Daniel,Colombia,191,72,25,113,103,24,20,5,4,277,215,78,66,1.89,3.45,1,-,Tommy Paul,USA,185,82,24,55,50,14,15,3,7,285,173,140,93,-5.3,1.35,3,1765
1966815,atp,Washington,hard,1. round,1,,Ricardas Berankis,Lithuania,175,77,31,86,50,12,13,5,4,540,341,229,147,-2.78,1.85,1,1715,Mitchell Krueger,USA,188,82,27,174,159,20,15,13,7,341,290,215,176,-1.72,2.05,0,1556
1966811,atp,Washington,hard,1. round,1,,Andreas Seppi,Italy,191,78,37,88,18,18,14,1,4,665,577,164,175,6.69,1.64,1,1660,Yasutaka Uchiyama,Japan,183,78,28,123,78,6,19,3,9,366,282,260,176,-12.26,2.38,0,1504
1966812,atp,Washington,hard,1. round,2,,Illya Marchenko,Ukraine,185,82,33,157,49,28,19,3,4,544,386,218,148,5.22,2.68,0,1593,Marcos Giron,USA,180,77,28,64,64,17,14,5,4,332,196,256,138,8.1,1.52,1,1748
1965910,atp,Washington,hard,1. round,2,,Kevin Anderson,RSA,203,94,35,75,5,12,11,2,5,580,340,349,175,-3.51,1.64,1,1830,Jenson Brooksby,USA,188,82,20,130,126,35,7,19,4,111,53,74,38,14.02,2.39,1,1824
1966807,wta,Concord WTA,hard,1. round,1,,Maitane Arconada Usue,USA,152,58,22,204,130,10,16,8,7,191,152,117,83,-10.31,2.23,2,-,Jamie Loeb,USA,168,61,26,192,132,18,16,3,3,226,186,141,109,-1.48,1.70,2,1383
1966345,wta,Cluj-Napoca WTA,clay,1. round,1,,Reka-Luca Jani,Hungary,161,58,30,194,147,27,20,20,12,531,298,442,218,2.21,2.74,2,-,Adina Cristian Jaqueline,Romania,-,-,23,149,140,17,16,9,9,220,153,109,77,2.63,1.50,2,-
1966341,wta,Cluj-Napoca WTA,clay,1. round,1,,Mihaela Buzarnescu,Romania,175,59,33,170,20,16,13,9,4,472,270,257,128,-0.6,1.60,3,1608,Viktoriya Tomova,Bulgaria,170,58,26,117,104,17,23,10,11,400,264,229,147,-12.42,2.45,0,1510
1966344,wta,Cluj-Napoca WTA,clay,1. round,2,,Gabriela Ruse Elena,Romania,-,-,23,107,107,22,11,20,8,220,121,143,73,1.56,1.31,0,-,Lesya Tsurenko,Ukraine,174,67,32,191,23,13,9,2,1,427,287,148,93,-3.18,3.80,1,-
1966343,wta,Cluj-Napoca WTA,clay,1. round,1,,Viktoria Kuzmova,Slovakia,180,61,23,156,43,9,12,4,5,272,148,87,51,-3.17,3.76,1,1559,Anna Schmiedlova Karolina,Slovakia,-,-,26,99,26,28,16,18,9,346,227,181,88,2.2,1.30,3,-
