match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win
2112457,2022-06-08-20-45,Valencia WTA,wta,round of 16,clay,1,1,2.1,Julia Grabher,Austria,170,60,25,153,148,27,16,15,9,318,196,277,151,7.28,0,1498,3.1,7,Anastasia Potapova,Russia,175,57,21,78,64,18,12,12,4,143,100,50,27,1.32,0,1761,1.38,6
2112357,2022-06-08-21-10,Stuttgart,atp,round of 16,grass,2,2,0.3,Radu Albot,Moldavsko,175,69,32,121,39,19,17,3,1,573,426,17,18,-3.43,0,1553,3.93,6,Matteo Berrettini,Italy,196,95,26,10,6,9,6,0,0,301,145,27,8,-0.84,2,1966,1.3,6
2110335,2022-06-08-22-00,Nottingham,wta,1. round,grass,2,2,0.87,Lauren Davis,USA,157,55,28,93,26,12,10,0,0,335,241,31,27,1.97,1,1640,2.02,5,Caroline Garcia,France,177,61,28,75,4,7,9,0,0,387,307,32,21,11.2,1,1720,1.87,5
2112789,2022-06-08-23-10,Stuttgart,atp,round of 16,grass,1,2,-1,Lorenzo Sonego,Italy,191,76,27,32,21,13,14,1,0,330,213,14,9,-7.5,0,1718,1.51,5,Jan-Lennard Struff,Germany,193,92,32,103,29,2,9,1,0,556,402,19,29,-4.83,0,-,2.78,2
2113565,2022-06-08-23-20,Nottingham,wta,round of 16,grass,1,1,0.31,Shuai Zhang,China,177,66,33,41,23,14,14,1,0,542,385,29,29,3.66,0,1679,1.31,3,Anna Burrage Jodie,Great Britain,-,-,23,235,204,20,15,4,1,199,126,6,14,-1.2,0,-,3.83,5
2113543,2022-06-09-00-55,Nottingham,wta,round of 16,grass,2,1,-1,Heather Watson,Great Britain,170,64,30,102,38,14,14,1,0,383,301,54,45,-3.03,1,1595,2.65,4,Viktorija Golubic,Switzerland,169,56,29,55,35,11,13,1,0,429,263,25,20,-4.9,0,1718,1.55,4
2113519,2022-06-09-02-20,Nottingham,wta,round of 16,grass,1,1,3.12,Harriet Dart,Great Britain,172,58,25,114,99,14,14,1,1,275,201,25,35,5.9,0,1566,4.12,2,Camila Giorgi,Italy,168,54,30,26,26,8,8,1,0,400,293,51,27,-0.25,0,1800,1.28,6
2112955,2022-06-09-02-10,Valencia WTA,wta,round of 16,clay,1,1,0.42,Xiyu Wang,China,181,66,21,111,103,25,13,18,7,143,91,47,25,-1.43,0,1644,1.42,6,Rebeka Masarova,Spain,186,71,22,140,121,9,11,5,5,143,68,94,42,-1.51,0,1454,2.92,5
2113843,2022-06-09-04-40,Valencia WTA,wta,round of 16,clay,1,2,-1,Viktoriya Tomova,Bulgaria,170,58,27,131,103,22,17,12,9,428,291,244,158,-4.69,0,1507,2.85,5,Varvara Gracheva,Russia,178,-,21,69,69,20,13,12,8,196,115,120,52,0.42,1,1662,1.43,6
2112319,2022-06-09-19-10,Stuttgart,atp,round of 16,grass,1,2,-1,Oscar Otte,Germany,193,79,28,61,53,15,15,1,0,443,249,10,7,-3.22,0,1710,3.23,6,Denis Shapovalov,Canada,185,75,23,16,10,16,11,0,0,254,158,20,14,5.19,0,1827,1.4,4
2113617,2022-06-09-19-10,Valencia WTA,wta,round of 16,clay,2,1,-1,Ekaterine Gorgodze,Georgia,-,-,30,112,108,18,15,13,9,525,369,390,232,-0.65,1,1524,3.49,6,Arantxa Rus,Netherlands,180,65,31,77,61,16,16,11,6,608,373,354,166,-8.38,1,1626,1.31,6
2113825,2022-06-09-19-15,Hertogenbosch,atp,1. round,grass,2,2,1.27,James Duckworth,Australia,183,82,30,71,46,0,6,0,1,379,241,30,27,-5.0,1,1673,1.69,3,Gilles Simon,France,183,70,37,134,6,16,16,2,0,764,546,55,48,9.69,1,1553,2.27,6
2113863,2022-06-09-19-15,Hertogenbosch,wta,round of 16,grass,1,1,0.25,Veronika Kudermetova,Russia,175,63,25,24,22,21,11,1,0,292,195,14,11,14.09,2,1794,1.25,6,Anna Blinkova,Russia,179,70,23,120,54,24,13,1,0,224,152,17,14,2.96,0,1598,4.42,6
2113955,2022-06-09-19-20,Hertogenbosch,wta,round of 16,grass,1,2,-1,Alison Van Uytvanck,Belgium,173,63,28,46,37,14,10,6,0,372,250,42,28,-3.8,1,1724,2.26,8,Elise Mertens,Belgium,179,67,26,29,12,14,10,1,0,380,207,27,21,-2.03,1,1788,1.71,6
2113883,2022-06-09-20-00,Hertogenbosch,atp,round of 16,grass,1,2,-1,Tim Van Rijthoven,Netherlands,188,89,25,205,175,23,13,1,1,223,129,1,1,0.74,0,1502,4.96,4,Harry Fritz Taylor,USA,193,86,24,14,13,21,8,0,0,292,197,23,21,8.76,1,-,1.22,6
2113637,2022-06-09-20-00,Nottingham,wta,round of 16,grass,2,2,0.37,Yuriko Miyazaki,Japan,-,-,26,234,199,17,14,3,1,195,112,9,7,4.62,0,1416,3.4,5,Beatriz Haddad Maia,Brazil,185,78,26,48,48,27,12,1,0,387,189,14,10,5.93,1,1709,1.37,8
2113583,2022-06-09-20-30,Hertogenbosch,wta,round of 16,grass,1,2,-1,Caty McNally,USA,167,51,20,229,105,9,12,3,0,109,86,17,6,-4.85,1,-,1.72,4,Tamara Zidansek,Slovenia,167,80,24,59,22,10,9,1,0,276,131,5,5,-1.86,0,1659,2.25,5
2113517,2022-06-09-21-00,Nottingham,wta,round of 16,grass,1,1,0.14,Maria Sakkari,Greece,172,62,26,5,3,21,10,1,0,400,261,17,12,-0.67,0,1904,1.14,5,Rebecca Marino,Canada,183,64,31,109,38,28,9,1,0,276,168,7,8,3.76,0,1610,6.88,7
