match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1965783,atp,Atlanta,hard,quarterfinal,2,,Cameron Norrie,Great Britain,188,82,25,29,29,40,15,14,6,261,150,169,72,17.8,1.27,1,1901,Emil Ruusuvuori,Finland,188,79,22,78,74,17,16,12,5,181,90,73,25,0.83,4.18,1,1702
1965721,atp,Kitzbühel,clay,semifinal,1,,Casper Ruud,Norway,183,77,22,14,14,34,9,27,5,249,153,167,86,6.67,1.65,1,1951,Arthur Rinderknech,France,196,86,26,91,91,44,20,18,10,205,116,81,55,11.9,2.39,0,1735
1965697,atp,Olympics - Tokyo,hard,semifinal,1,,Alexander Zverev,Germany,198,90,24,5,3,32,11,14,4,379,207,141,79,5.0,4.81,4,2013,Novak Djokovic,Serbia,187,80,34,1,1,39,4,14,1,1113,236,524,96,4.38,1.22,7,2143
1965696,atp,Olympics - Tokyo,hard,semifinal,1,,Karen Khachanov,Russia,198,87,25,25,8,25,15,12,4,313,214,114,71,-0.49,2.40,3,1830,Pablo Carreno-Busta,Spain,188,78,30,11,10,27,10,8,4,547,291,147,75,2.76,1.65,4,-
1965615,atp,Atlanta,hard,quarterfinal,1,,Harry Fritz Taylor,USA,193,86,23,42,24,20,12,14,6,255,174,161,91,3.19,1.61,7,-,Reilly Opelka,USA,211,102,23,36,31,9,13,3,6,187,145,83,71,-2.41,2.49,1,1757
1965611,atp,Atlanta,hard,quarterfinal,2,,Jordan Thompson,Australia,183,82,27,63,43,19,17,8,6,358,231,207,130,-1.91,2.34,0,1732,Brandon Nakashima,USA,185,77,19,115,115,28,16,11,4,109,58,68,32,-0.7,1.68,2,1722
1965341,atp,Atlanta,hard,round of 16,1,,John Isner,USA,208,108,36,35,8,13,7,8,4,527,329,319,167,6.93,1.42,6,1818,Jack Sock,USA,191,88,28,201,8,15,10,9,4,296,228,149,127,-0.46,3.12,4,1674
1965342,atp,Atlanta,hard,round of 16,1,,Cameron Norrie,Great Britain,188,82,25,29,29,40,15,14,6,261,150,169,72,17.8,2.12,2,1901,Nick Kyrgios,Australia,193,85,26,58,13,7,4,5,3,257,141,157,84,0.5,1.81,1,-
1965673,atp,Kitzbühel,clay,semifinal,2,,Daniel Altmaier,Germany,191,88,22,135,122,24,18,23,15,292,161,143,89,0.29,2.18,0,1702,Pedro Martinez,Spain,185,76,24,97,82,23,16,19,11,354,190,301,145,4.58,1.77,1,1710
1965606,wta,Charleston 3,clay,quarterfinal,2,,Shuo Liang En,Taipei (CHN),-,-,20,247,150,14,17,5,8,79,65,9,12,0.64,1.70,0,-,Jamie Loeb,USA,168,61,26,228,132,17,15,14,10,225,185,59,51,-1.61,2.30,1,1319
1965726,wta,Charleston 3,clay,quarterfinal,2,,Maria Mateas,USA,-,-,22,370,284,18,13,8,5,130,98,64,45,-1.88,5.24,0,-,Lauren Davis,USA,157,55,27,95,26,15,14,6,4,318,224,75,45,-2.23,1.20,1,1665
1965756,wta,Belgrade WTA,clay,semifinal,1,,Anna Schmiedlova Karolina,Slovakia,-,-,26,123,26,27,16,17,9,345,227,180,88,0.95,1.46,2,-,Rebecca Sramkova,Slovakia,179,68,24,205,111,24,17,9,7,304,189,186,99,7.26,2.96,1,1508
1965605,wta,Charleston 3,clay,quarterfinal,1,,Varvara Lepchenko,USA,180,70,35,154,19,21,11,9,5,621,452,164,112,1.44,1.33,1,1610,Hanna Chang,USA,-,-,23,278,267,26,15,16,8,238,138,66,32,2.07,3.63,0,-
1965725,wta,Charleston 3,clay,quarterfinal,2,,Emma Navarro,USA,-,-,20,352,348,8,7,8,7,44,43,32,28,6.87,1.65,0,1365,Kateryna Bondarenko,Ukraine,175,60,34,220,29,14,10,8,7,468,350,135,107,0.99,2.38,1,1501
1965770,wta,Belgrade WTA,clay,semifinal,1,,Arantxa Rus,Netherlands,180,65,30,85,61,18,16,16,8,572,351,327,158,-1.16,1.84,1,1619,Andrea Petkovic,Germany,180,69,33,97,9,13,15,9,8,523,357,222,114,-1.8,2.08,0,1720
