match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1995001,2021-10-27-21-20,Vienna,atp,1. round,indoors,1,1.35,0.42,Lorenzo Sonego,Italy,191,76,26,23,21,27,21,3,3,314,196,52,35,2.49,0,-,1.42,Dominik Koepfer,Germany,180,79,27,62,50,25,26,1,1,234,156,39,27,-4.76,0,-,3.05
1993491,2021-10-27-23-30,Vienna,atp,1. round,indoors,1,1.38,0.28,Gael Monfils,France,193,85,35,21,6,15,16,4,2,615,343,150,67,-3.76,0,-,1.28,Lorenzo Musetti,Italy,185,75,19,67,57,33,26,7,5,114,74,26,17,-5.02,0,-,4.06
1993492,2021-10-27-23-00,Vienna,atp,1. round,indoors,2,1.67,0.37,Fabio Fognini,Italy,178,79,34,36,9,22,22,0,0,611,459,39,50,-2.5,1,-,3.34,Diego Schwartzman,Argentina,170,64,29,16,8,35,21,3,2,573,328,25,20,-6.61,2,-,1.37
1993495,2021-10-27-22-10,Vienna,atp,1. round,indoors,2,1.65,0.25,Reilly Opelka,USA,211,102,24,27,19,20,20,0,3,198,152,33,17,0.43,0,-,4.38,Jannik Sinner,Italy,188,76,20,11,11,42,20,10,2,163,87,55,17,-2.91,0,-,1.25
1994188,2021-10-27-21-50,Courmayeur WTA,wta,1. round,indoors,2,0.0,0,Kamilla Rakhimova,Russia,-,-,20,118,104,24,19,4,3,114,60,29,15,0.76,1,-,3.42,Ann Li,USA,160,50,21,48,48,23,13,2,1,136,81,9,4,4.84,0,-,1.36
1993511,2021-10-27-22-15,Saint Petersburg,atp,1. round,indoors,1,1.38,0.32,Marin Cilic,Croatia,198,89,33,35,3,26,18,6,2,657,351,130,70,-2.16,5,-,1.32,Albert Ramos-Vinolas,Spain,188,76,33,43,17,25,26,0,1,686,514,21,51,-0.08,3,-,3.70
1993565,2021-10-27-22-35,Cluj-Napoca 2 WTA,wta,1. round,indoors,1,1.31,0.18,Simona Halep,Romania,168,60,30,18,1,19,9,2,1,547,228,50,34,-2.95,0,-,1.18,Gabriela Ruse Elena,Romania,172,-,23,85,83,30,15,0,0,228,125,36,22,3.98,0,-,5.59
1994845,2021-10-28-01-30,Vienna,atp,round of 16,indoors,2,1.44,-1,Andy Murray,Great Britain,190,83,34,156,1,18,13,10,6,802,263,148,47,-1.7,1,-,1.65,Carlos Alcaraz,Spain,185,72,18,42,38,39,17,1,1,107,36,1,1,6.13,0,-,2.38
1995012,2021-10-28-01-30,Saint Petersburg,atp,round of 16,indoors,1,1.37,0.41,Andrey Rublev,Russia,188,70,24,6,5,47,18,6,1,332,188,94,51,0.63,1,-,1.41,Ilya Ivashka,Belarus,193,84,27,46,43,42,18,5,2,332,203,92,55,6.08,0,-,3.17
1993512,2021-10-28-00-00,Saint Petersburg,atp,1. round,indoors,2,1.72,0.32,Adrian Mannarino,France,180,79,33,50,22,12,22,3,4,611,469,215,147,-2.45,1,-,3.64,Karen Khachanov,Russia,198,87,25,30,8,33,22,6,4,321,221,96,66,-3.11,3,-,1.32
1994789,2021-10-28-01-10,Cluj-Napoca 2 WTA,wta,round of 16,indoors,1,0.0,0,Lesya Tsurenko,Ukraine,174,67,32,127,23,25,14,11,3,439,292,87,42,-4.43,0,-,1.51,Anastasia Gasanova,Russia,-,-,22,146,143,26,21,12,6,187,110,44,28,10.68,0,-,2.75
1995198,2021-10-28-02-00,Courmayeur WTA,wta,round of 16,indoors,2,1.55,1.17,Alison Riske,USA,175,66,31,50,18,11,15,2,1,390,315,55,28,-3.71,1,-,1.78,Anna Kalinskaya,Russia,175,68,22,114,96,29,22,4,1,206,122,23,22,-2.06,0,-,2.17
1994843,2021-10-28-00-10,Courmayeur WTA,wta,round of 16,indoors,1,0.0,0,Clara Tauson,Denmark,-,-,18,49,48,39,14,22,3,136,41,43,6,4.24,0,-,1.06,Giulia Gatto-Monticone,Italy,167,66,33,193,148,27,24,6,3,618,431,135,86,-3.48,0,-,12.25
