match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds
1984444,2021-09-28-20-55,Sofia,atp,1. round,indoors,2,1.5,0.45,Jaume Munar,Spain,183,76,24,70,52,33,21,1,1,292,193,9,20,-6.77,0,-,2.96,Marcos Giron,USA,180,77,28,67,64,25,20,4,3,340,202,43,33,7.79,0,-,1.45
1984767,2021-09-28-19-55,Nur-Sultan WTA,wta,1. round,indoors,1,0.0,0,Zarina Diyas,Kazakhstan,172,62,27,109,31,16,18,1,1,343,239,20,15,-3.19,0,-,1.65,Anastasia Zakharova,Russia,-,-,19,210,210,30,21,9,4,127,53,41,15,-1.92,0,-,2.37
1985030,2021-09-28-22-45,Sofia,atp,1. round,indoors,2,1.5,1.39,Pedro Martinez,Spain,185,76,24,59,59,33,20,2,0,364,194,6,11,5.43,0,-,1.64,Laslo Djere,Serbia,188,82,26,47,27,22,22,2,1,321,209,21,31,-5.1,1,-,2.39
1984110,2021-09-29-01-25,Nur-Sultan WTA,wta,1. round,indoors,1,0.0,0,Clara Burel,France,-,-,20,79,79,35,18,6,2,85,55,20,11,-0.56,0,-,1.28,Mandy Minella,Luxembourg,180,63,35,214,66,11,14,1,1,585,452,81,67,0.21,0,-,4.08
1985104,2021-09-29-03-00,Chicago 3 WTA,wta,2. round,hard,1,1.45,0.47,Elise Mertens,Belgium,179,67,25,18,12,31,17,19,8,364,194,201,88,-1.79,0,1937,1.47,Dayana Yastremska,Ukraine,175,67,21,72,21,4,7,2,6,153,92,62,42,-3.23,0,1765,2.87
1984529,2021-09-29-01-30,Chicago 3 WTA,wta,1. round,hard,2,1.45,-1,A. Stephens Sloane,USA,170,61,28,63,3,18,16,5,9,332,233,181,142,3.53,0,1781,1.55,Tamara Zidansek,Slovenia,167,80,23,33,33,28,17,7,10,264,119,58,45,6.77,1,1715,2.59
1984104,2021-09-29-01-30,Nur-Sultan WTA,wta,1. round,indoors,1,0.0,0,Yulia Putintseva,Kazakhstan,163,59,26,47,27,25,21,1,1,339,259,36,28,-2.75,1,-,1.08,Ekaterine Gorgodze,Georgia,-,-,29,162,144,29,22,0,1,500,348,17,29,0.52,0,-,9.34
1984528,2021-09-29-01-30,Chicago 3 WTA,wta,1. round,hard,2,0.0,0,Osorio Serrano Maria,Colombia,-,-,19,70,70,31,14,10,9,122,59,36,22,14.76,1,2140,3.10,Tereza Martincova,Czech Republic,179,64,26,53,53,36,23,17,9,399,299,105,78,0.17,0,1761,1.41
1984525,2021-09-29-01-30,Chicago 3 WTA,wta,1. round,hard,1,1.45,0.44,Amanda Anisimova,USA,180,59,20,82,21,15,14,9,6,104,64,62,40,-8.74,0,1803,1.44,Viktorija Golubic,Switzerland,169,56,28,46,45,44,18,13,8,415,246,111,72,6.57,0,1760,2.97
1984526,2021-09-29-01-30,Chicago 3 WTA,wta,1. round,hard,1,0.0,0,Gabriela Ruse Elena,Romania,-,-,23,98,98,26,13,5,3,224,123,30,20,1.62,0,1703,4.41,Camila Giorgi,Italy,168,54,29,37,26,23,14,11,6,389,282,155,121,9.53,0,1898,1.25
