match_id,time_stamp,title,tour,round,surface,winner,predict,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_H2H,player1_elo,player1_odds,player1_latest_win,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_H2H,player2_elo,player2_odds,player2_latest_win
2061148,2022-03-27-00-05,Miami,atp,2. round,hard,2,2,0.25,Kamil Majchrzak,Poland,180,78,26,75,75,10,6,10,4,346,194,63,38,-0.5,0,1725,4.48,5,Roberto Bautista-Agut,Spain,183,75,33,17,9,15,5,12,4,721,427,289,138,1.85,0,-,1.25,8
2061192,2022-03-27-00-10,Miami,wta,3. round,hard,1,2,-1,Belinda Bencic,Switzerland,175,63,25,28,4,6,5,4,4,348,187,167,93,-1.91,1,1922,1.25,5,Heather Watson,Great Britain,170,64,29,115,38,9,7,9,7,378,294,189,160,1.63,1,1614,4.41,6
2061176,2022-03-27-00-10,Miami,wta,3. round,hard,2,2,0.79,Katerina Siniakova,Czech Republic,174,69,25,53,31,6,6,6,6,313,220,105,93,-0.17,0,1776,2.14,6,Daria Saville,Australia,166,61,28,249,20,12,6,12,6,301,221,169,116,8.35,2,-,1.79,8
2061196,2022-03-27-01-00,Miami,atp,2. round,hard,1,1,0.14,Daniil Medvedev,Russia,198,83,26,2,1,13,4,13,4,400,169,168,58,-1.51,1,2144,1.14,7,Andy Murray,Great Britain,190,83,34,85,1,10,7,9,6,816,274,397,128,-1.57,0,1817,6.78,5
2061194,2022-03-27-00-10,Miami,atp,2. round,hard,1,1,1.0,Tommy Paul,USA,185,82,24,37,37,13,6,12,6,318,191,162,108,4.11,0,1847,2.0,7,Karen Khachanov,Russia,198,87,25,25,8,11,7,10,6,334,230,129,82,-1.04,0,1880,1.91,5
2061172,2022-03-27-00-10,Miami,atp,2. round,hard,2,1,-1,Jordan Thompson,Australia,183,82,27,78,43,6,6,4,5,368,245,213,140,1.82,1,1666,4.74,5,Alex De Minaur,Australia,183,69,23,28,15,11,5,7,4,245,142,117,62,1.63,3,1834,1.23,6
