match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1970292,atp,Cincinnati,hard,1. round,2,-1,Nikoloz Basilashvili,Georgia,185,79,29,40,16,25,21,11,8,432,348,188,150,12.08,1.71,0,1752,Fabio Fognini,Italy,178,79,34,36,9,21,18,11,8,610,455,132,131,0.68,2.27,1,1801
1970290,atp,Cincinnati,hard,1. round,1,-1,Diego Schwartzman,Argentina,170,64,29,14,8,22,14,9,6,560,321,78,72,-7.84,1.47,1,1864,Daniel Evans,Great Britain,175,75,31,28,25,18,16,6,7,533,321,229,127,7.84,2.91,0,1820
1970291,atp,Cincinnati,hard,1. round,1,,Guido Pella,Argentina,183,79,31,93,20,4,13,2,2,498,331,77,77,-5.27,3.82,2,1682,David Goffin,Belgium,180,70,30,19,7,14,14,4,7,565,305,209,115,-2.86,1.31,4,1811
1970294,atp,Cincinnati,hard,1. round,2,0.51,Marton Fucsovics,Hungary,188,82,29,37,31,23,14,9,5,417,293,113,76,5.37,2.78,1,1874,Felix Auger Aliassime,Canada,193,88,21,17,15,26,17,12,7,213,129,68,50,1.43,1.51,2,1832
1970293,atp,Cincinnati,hard,1. round,1,-1,Albert Ramos-Vinolas,Spain,188,76,33,49,17,22,20,2,4,683,508,93,101,0.4,3.44,2,1697,Harry Fritz Taylor,USA,193,86,23,42,24,20,16,14,10,255,178,161,95,-0.81,1.36,2,1794
1971003,atp,Cincinnati,hard,1. round,2,0.4,Yoshihito Nishioka,Japan,170,64,25,57,48,15,21,4,9,360,202,194,107,-0.32,3.20,0,1741,Lloyd Harris,RSA,193,80,24,46,46,23,16,17,7,304,147,228,82,8.06,1.40,1,1802
1971484,atp,Cincinnati,hard,1. round,1,,Dominik Koepfer,Germany,180,79,27,59,50,22,20,8,7,231,150,111,65,0.05,2.47,1,1731,Jan-Lennard Struff,Germany,193,92,31,47,29,21,21,6,8,546,384,67,72,1.64,1.60,1,1773
1970286,atp,Cincinnati,hard,1. round,1,0.13,Jannik Sinner,Italy,188,76,20,15,15,30,17,18,7,151,84,45,27,-4.14,1.13,1,1944,Federico Delbonis,Argentina,193,90,30,48,33,29,17,0,3,528,351,63,79,4.72,7.10,0,1705
1971036,wta,Chicago WTA,hard,Qualification - quarterfinal,1,,Vitalia Diatchenko,Russia,180,63,31,149,71,8,8,2,2,345,184,111,69,-0.29,1.19,1,1618,Dalayna Hewitt,USA,-,-,20,738,738,25,18,25,17,50,44,45,37,3.58,4.72,0,-
1970273,wta,Cincinnati WTA,hard,1. round,2,0.52,Petra Martic,Croatia,181,63,30,34,14,13,17,5,9,386,271,139,116,-7.1,2.69,1,1784,Paula Badosa,Spain,180,72,23,31,29,31,12,8,5,274,149,97,50,11.01,1.52,1,1872
1971034,wta,Chicago WTA,hard,Qualification - quarterfinal,1,0.55,Maryna Zanevska,Belgium,175,59,27,118,105,35,13,3,3,441,249,90,57,4.58,1.55,3,1619,Dalma Galfi,Hungary,178,68,23,153,136,20,17,0,2,220,148,92,45,-2.0,2.46,1,1547
1971046,wta,Chicago WTA,hard,1. round,1,,Varvara Gracheva,Russia,-,-,21,89,86,12,19,5,6,161,90,32,28,-8.16,1.91,1,1536,Misaki Doi,Japan,159,55,30,94,30,15,22,9,12,375,343,211,208,-5.56,1.98,0,1635
1971042,wta,Chicago WTA,hard,1. round,1,,Claire Liu,USA,-,-,21,105,105,35,13,13,7,165,102,88,64,7.76,1.49,1,1618,Ysaline Bonaventure,Belgium,178,70,26,128,109,10,17,3,7,338,229,77,68,-9.06,2.80,1,1579
1970278,wta,Cincinnati WTA,hard,1. round,2,-1,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,20,13,7,6,484,361,215,162,9.11,1.63,3,1793,Belen Teichmann Jil,Switzerland,170,80,24,65,40,14,13,11,7,228,159,59,55,0.96,2.42,2,1750
1971483,wta,Chicago WTA,hard,1. round,2,,Harmony Tan,France,-,-,23,142,130,20,14,2,3,251,205,63,52,2.14,1.95,0,1599,Sara Errani,Italy,164,58,34,117,5,16,18,6,7,611,427,215,166,5.83,1.92,1,1635
1971041,wta,Chicago WTA,hard,1. round,1,-1,Anna Kalinskaya,Russia,175,68,22,135,96,14,15,8,6,191,115,89,40,-3.82,2.20,1,1670,Anhelina Kalinina,Ukraine,179,70,24,78,77,36,9,3,3,282,140,67,47,7.31,1.74,2,1680
