match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1969505,atp,Toronto - Masters,hard,2. round,2,Tommy Paul,USA,185,82,24,58,50,17,16,6,8,288,174,143,94,-4.55,2.79,0,1735,Roberto Bautista-Agut,Spain,183,75,33,18,9,24,18,10,6,701,415,273,130,-1.93,1.50,3,1841
1969620,atp,Toronto - Masters,hard,2. round,2,Alex De Minaur,Australia,183,69,22,17,15,20,16,7,7,229,128,107,55,-7.96,1.57,1,1824,Nikoloz Basilashvili,Georgia,185,79,29,43,16,25,19,11,6,432,346,188,148,14.08,2.58,1,1752
1968908,wta,Montreal,hard,1. round,1,Danielle Collins,USA,178,64,27,28,23,28,9,16,5,180,112,107,72,6.9,1.27,1,-,Belen Teichmann Jil,Switzerland,170,80,24,65,40,13,13,10,7,227,159,58,55,-0.34,4.14,1,-
1969717,atp,Toronto - Masters,hard,2. round,2,Benoit Paire,France,196,80,32,50,18,9,25,2,8,539,437,131,124,-11.49,3.30,1,1648,Diego Schwartzman,Argentina,170,64,28,14,8,21,13,8,5,559,320,77,71,-7.28,1.39,4,1864
1969695,wta,Montreal,hard,2. round,2,Nadia Podoroska,Argentina,170,60,24,38,36,16,14,9,9,314,166,91,57,3.09,2.50,2,1741,Camila Giorgi,Italy,168,54,29,71,26,19,12,7,4,385,280,151,119,6.78,1.60,1,1842
1969492,wta,Montreal,hard,2. round,1,Viktoria Azarenka,Belarus,180,60,32,15,1,16,5,6,2,562,213,323,110,-1.32,1.39,4,-,Sorana-Mihaela Cirstea,Romania,176,59,31,40,21,20,12,7,5,484,360,215,161,10.11,3.29,1,-
1969694,wta,Montreal,hard,2. round,1,Maria Sakkari,Greece,172,62,26,18,18,26,12,16,7,367,243,177,118,5.64,1.46,1,1967,Veronika Kudermetova,Russia,175,63,24,33,28,27,17,11,9,265,177,127,82,0.82,2.96,1,1870
1969619,wta,Montreal,hard,2. round,2,A. Stephens Sloane,USA,170,61,28,62,3,16,14,3,7,330,231,179,140,3.01,4.63,0,-,Aryna Sabalenka,Belarus,182,80,23,3,3,36,12,16,6,270,133,154,60,0.98,1.24,2,2039
1969710,wta,Montreal,hard,2. round,1,Sara Sorribes Tormo,Spain,176,69,24,48,46,24,13,19,6,341,211,92,76,15.41,1.80,2,1852,Ludmilla Samsonova,Russia,180,67,22,52,52,27,16,11,6,234,138,56,33,7.44,2.13,0,1819
1969705,wta,Montreal,hard,2. round,2,Donna Vekic,Croatia,179,64,25,56,19,10,10,6,6,297,222,175,113,2.78,2.77,1,1783,Karolina Pliskova,Czech Republic,186,72,29,6,1,24,14,10,7,602,327,279,143,-0.97,1.51,6,1953
1969506,wta,Montreal,hard,2. round,1,Rebecca Marino,Canada,183,64,30,220,38,18,12,13,4,242,150,166,83,3.66,4.96,1,1575,Paula Badosa,Spain,180,72,23,31,29,30,12,7,5,273,149,96,50,10.55,1.22,0,1872
1969491,wta,Montreal,hard,2. round,1,Amanda Anisimova,USA,180,59,19,86,21,13,11,7,3,102,61,60,37,-6.39,1.40,1,1774,Oceane Dodin,France,183,59,24,109,46,22,21,5,3,303,186,81,50,-5.61,3.20,0,1619
1969617,wta,Montreal,hard,2. round,2,Elina Svitolina,Ukraine,174,60,26,5,3,26,15,18,8,444,226,246,108,2.31,1.40,5,1976,Johanna Konta,Great Britain,180,70,30,41,4,10,7,4,4,428,258,211,118,1.12,3.25,1,1813
