match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1969621,atp,Toronto - Masters,hard,2. round,1,Hubert Hurkacz,Poland,196,81,24,13,11,21,13,14,4,260,163,123,56,12.88,1.93,2,1854,Kei Nishikori,Japan,178,73,31,55,4,23,15,12,7,572,259,285,131,5.01,1.98,0,1875
1969622,atp,Toronto - Masters,hard,2. round,2,Felix Auger Aliassime,Canada,193,88,21,16,15,25,17,11,7,212,129,67,50,0.98,1.25,0,1832,Dusan Lajovic,Serbia,183,83,31,44,23,15,19,7,6,507,384,98,80,2.27,4.46,2,1679
1969499,atp,Toronto - Masters,hard,2. round,2,Jannik Sinner,Italy,188,76,19,15,15,29,17,17,7,150,84,44,27,-4.26,1.19,1,1944,James Duckworth,Australia,183,82,29,85,71,21,15,10,5,364,226,208,127,14.53,5.47,1,1631
1969553,atp,Toronto - Masters,hard,2. round,1,Reilly Opelka,USA,211,102,23,32,31,12,14,6,7,190,146,86,72,-1.36,1.58,1,1748,Grigor Dimitrov,Bulgaria,191,81,30,21,3,12,12,8,6,506,306,205,126,-3.35,2.55,0,1820
1969462,atp,Toronto - Masters,hard,2. round,2,Ugo Humbert,France,188,73,23,26,25,19,16,6,5,225,137,95,45,-0.85,3.46,2,1869,Stefanos Tsitsipas,Greece,193,89,23,3,3,43,12,16,4,365,176,148,83,0.64,1.36,1,2037
1969698,atp,Toronto - Masters,hard,2. round,1,John Isner,USA,208,108,36,30,8,18,7,13,4,532,329,324,167,10.15,1.47,1,1852,Cristian Garin,Chile,185,85,25,20,18,18,13,0,3,332,210,40,38,-3.74,2.91,2,1782
1969730,atp,Toronto - Masters,hard,2. round,2,Feliciano Lopez,Spain,188,88,39,99,12,12,19,5,8,613,564,260,233,-7.12,3.93,1,1671,Lloyd Harris,RSA,193,80,24,49,49,22,15,16,6,303,146,227,81,8.68,1.30,1,1802
1969494,atp,Toronto - Masters,hard,2. round,2,Fabio Fognini,Italy,178,79,34,37,9,20,18,10,8,609,455,131,131,-0.48,4.01,5,1801,Andrey Rublev,Russia,188,70,23,7,7,37,12,16,5,322,182,116,64,1.4,1.29,4,2005
1969463,atp,Toronto - Masters,hard,2. round,2,Marin Cilic,Croatia,198,89,32,39,3,21,14,5,6,652,347,246,135,-1.61,2.27,0,1820,Casper Ruud,Norway,183,77,22,12,12,36,9,6,2,251,153,44,36,7.68,1.71,2,1895
1969626,atp,Toronto - Masters,hard,2. round,2,Aslan Karatsev,Russia,-,-,27,22,22,27,13,17,5,389,241,137,66,13.96,2.65,1,1859,Karen Khachanov,Russia,198,87,25,29,8,27,16,14,5,315,215,116,72,-0.13,1.55,4,1878
1969504,wta,Montreal,hard,2. round,2,Harriet Dart,Great Britain,172,58,25,172,121,16,16,7,7,250,180,139,93,-0.66,3.80,1,1558,Vanessa Andreescu Bianca,Canada,170,60,21,8,4,13,7,10,3,155,59,102,28,-0.39,1.31,2,-
