match_id,tour,title,surface,round,winner,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1968867,atp,Toronto - Masters,hard,1. round,1,Benoit Paire,France,196,80,32,50,18,9,24,2,7,539,436,131,123,-10.49,2.65,2,1648,Mackenzie McDonald,USA,178,73,26,64,57,37,19,12,9,242,168,161,107,7.02,1.55,1,1762
1968865,atp,Toronto - Masters,hard,1. round,2,Cameron Norrie,Great Britain,188,82,25,28,28,41,17,15,8,262,152,170,74,16.1,2.02,2,1887,Karen Khachanov,Russia,198,87,25,29,8,26,16,13,5,314,215,115,72,-0.67,1.88,2,1878
1968863,atp,Toronto - Masters,hard,1. round,1,John Isner,USA,208,108,36,30,8,17,7,12,4,531,329,323,167,9.72,1.65,1,1852,Alejandro Davidovich Fokina,Spain,183,80,22,34,34,25,17,3,3,192,120,77,41,-0.26,2.39,0,1863
1969501,atp,Toronto - Masters,hard,2. round,2,Alexander Bublik,Kazakhstan,198,77,24,38,37,27,21,12,9,268,179,115,72,5.74,4.81,0,1783,Daniil Medvedev,Russia,198,83,25,2,2,33,9,17,3,357,161,139,52,-1.2,1.22,5,2078
1968861,atp,Toronto - Masters,hard,1. round,1,Kei Nishikori,Japan,178,73,31,55,4,23,15,12,7,572,259,285,131,6.01,1.40,1,1875,Miomir Kecmanovic,Serbia,183,75,21,59,38,12,18,6,8,203,130,86,56,-8.74,3.22,1,1705
1969552,atp,Toronto - Masters,hard,1. round,2,Yoshihito Nishioka,Japan,170,64,25,56,48,13,20,2,8,358,201,192,106,-0.59,2.40,1,1741,Frances Tiafoe,USA,188,86,23,52,29,23,18,10,8,254,185,111,87,-0.37,1.65,2,1782
1969261,atp,Toronto - Masters,hard,1. round,1,Tommy Paul,USA,185,82,24,58,50,17,15,6,7,288,173,143,93,-3.55,2.15,2,1735,Vasek Pospisil,Canada,193,88,31,61,25,5,10,2,6,478,338,264,169,-6.44,1.79,0,1795
1969260,atp,Toronto - Masters,hard,1. round,2,Ricardas Berankis,Lithuania,175,77,31,84,50,15,15,8,6,543,343,232,149,-2.39,1.87,1,1710,John Millman,Australia,183,79,32,42,33,14,18,5,6,435,288,257,153,-1.58,2.04,2,1732
1969263,atp,Toronto - Masters,hard,1. round,1,Dusan Lajovic,Serbia,183,83,31,44,23,14,19,6,6,506,384,97,80,-0.69,3.45,1,1679,Emil Ruusuvuori,Finland,188,79,22,72,69,20,19,15,8,184,93,76,28,-0.75,1.36,0,1726
1968868,atp,Toronto - Masters,hard,1. round,1,Reilly Opelka,USA,211,102,23,32,31,11,14,5,7,189,146,85,72,-1.93,2.18,1,1748,Nick Kyrgios,Australia,193,85,26,80,13,7,6,5,5,257,143,157,86,-1.5,1.77,0,1823
